[I 2024-07-08 21:07:01,125] A new study created in memory with name: no-name-2fce4595-1893-44fe-87ef-12d5c3f6e4d6
Seed set to 42
  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.5672 | Test: 0.4726 | Test metric: 0.5117 | Dataset: gs-lf:   0%|          | 0/300 [00:01<?, ?it/s]
Train: 0.1153 | Test: 0.1282 | Test metric: 0.7164 | Dataset: gs-lf:   9%|▉         | 28/300 [00:50<08:19,  1.84s/it]
Train: 0.1150 | Test: 0.1283 | Test metric: 0.7246 | Dataset: gs-lf:   9%|▉         | 28/300 [00:52<08:19,  1.84s/it]
Train: 0.1150 | Test: 0.1283 | Test metric: 0.7246 | Dataset: gs-lf:  10%|▉         | 29/300 [00:52<08:18,  1.84s/it]
Train: 0.1142 | Test: 0.1282 | Test metric: 0.7263 | Dataset: gs-lf:  10%|▉         | 29/300 [00:54<08:18,  1.84s/it]
Train: 0.1142 | Test: 0.1282 | Test metric: 0.7263 | Dataset: gs-lf:  10%|█         | 30/300 [00:54<08:16,  1.84s/it]
Train: 0.1140 | Test: 0.1277 | Test metric: 0.7350 | Dataset: gs-lf:  10%|█         | 30/300 [00:56<08:16,  1.84s/it]
Train: 0.1140 | Test: 0.1277 | Test metric: 0.7350 | Dataset: gs-lf:  10%|█         | 31/300 [00:56<08:13,  1.83s/it]
Train: 0.1137 | Test: 0.1273 | Test metric: 0.7387 | Dataset: gs-lf:  10%|█         | 31/300 [00:58<08:13,  1.83s/it]
Train: 0.1137 | Test: 0.1273 | Test metric: 0.7387 | Dataset: gs-lf:  11%|█         | 32/300 [00:58<08:10,  1.83s/it]
Train: 0.1130 | Test: 0.1256 | Test metric: 0.7403 | Dataset: gs-lf:  11%|█         | 32/300 [00:59<08:10,  1.83s/it]
Train: 0.1130 | Test: 0.1256 | Test metric: 0.7403 | Dataset: gs-lf:  11%|█         | 33/300 [00:59<08:08,  1.83s/it]
Train: 0.1125 | Test: 0.1284 | Test metric: 0.7468 | Dataset: gs-lf:  11%|█         | 33/300 [01:01<08:08,  1.83s/it]
Train: 0.1125 | Test: 0.1284 | Test metric: 0.7468 | Dataset: gs-lf:  11%|█▏        | 34/300 [01:01<08:06,  1.83s/it]
Train: 0.1123 | Test: 0.1269 | Test metric: 0.7527 | Dataset: gs-lf:  11%|█▏        | 34/300 [01:03<08:06,  1.83s/it]
Train: 0.1123 | Test: 0.1269 | Test metric: 0.7527 | Dataset: gs-lf:  12%|█▏        | 35/300 [01:03<08:03,  1.83s/it]
Train: 0.1117 | Test: 0.1283 | Test metric: 0.7556 | Dataset: gs-lf:  12%|█▏        | 35/300 [01:05<08:03,  1.83s/it]
Train: 0.1117 | Test: 0.1283 | Test metric: 0.7556 | Dataset: gs-lf:  12%|█▏        | 36/300 [01:05<08:01,  1.82s/it]
Train: 0.1114 | Test: 0.1222 | Test metric: 0.7628 | Dataset: gs-lf:  12%|█▏        | 36/300 [01:07<08:01,  1.82s/it]
Train: 0.1114 | Test: 0.1222 | Test metric: 0.7628 | Dataset: gs-lf:  12%|█▏        | 37/300 [01:07<08:00,  1.83s/it]
Train: 0.1112 | Test: 0.1243 | Test metric: 0.7633 | Dataset: gs-lf:  12%|█▏        | 37/300 [01:09<08:00,  1.83s/it]
Train: 0.1112 | Test: 0.1243 | Test metric: 0.7633 | Dataset: gs-lf:  13%|█▎        | 38/300 [01:09<07:58,  1.83s/it]
Train: 0.1109 | Test: 0.1225 | Test metric: 0.7693 | Dataset: gs-lf:  13%|█▎        | 38/300 [01:10<07:58,  1.83s/it]
Train: 0.1109 | Test: 0.1225 | Test metric: 0.7693 | Dataset: gs-lf:  13%|█▎        | 39/300 [01:10<07:56,  1.82s/it]
Train: 0.1104 | Test: 0.1270 | Test metric: 0.7720 | Dataset: gs-lf:  13%|█▎        | 39/300 [01:12<07:56,  1.82s/it]
Train: 0.1104 | Test: 0.1270 | Test metric: 0.7720 | Dataset: gs-lf:  13%|█▎        | 40/300 [01:12<07:54,  1.83s/it]
Train: 0.1102 | Test: 0.1253 | Test metric: 0.7756 | Dataset: gs-lf:  13%|█▎        | 40/300 [01:14<07:54,  1.83s/it]
Train: 0.1102 | Test: 0.1253 | Test metric: 0.7756 | Dataset: gs-lf:  14%|█▎        | 41/300 [01:14<07:53,  1.83s/it]
Train: 0.1100 | Test: 0.1221 | Test metric: 0.7796 | Dataset: gs-lf:  14%|█▎        | 41/300 [01:16<07:53,  1.83s/it]
Train: 0.1100 | Test: 0.1221 | Test metric: 0.7796 | Dataset: gs-lf:  14%|█▍        | 42/300 [01:16<07:50,  1.82s/it]
Train: 0.1096 | Test: 0.1203 | Test metric: 0.7845 | Dataset: gs-lf:  14%|█▍        | 42/300 [01:18<07:50,  1.82s/it]
Train: 0.1096 | Test: 0.1203 | Test metric: 0.7845 | Dataset: gs-lf:  14%|█▍        | 43/300 [01:18<07:49,  1.82s/it]
Train: 0.1093 | Test: 0.1244 | Test metric: 0.7829 | Dataset: gs-lf:  14%|█▍        | 43/300 [01:20<07:49,  1.82s/it]
Train: 0.1093 | Test: 0.1244 | Test metric: 0.7829 | Dataset: gs-lf:  15%|█▍        | 44/300 [01:20<07:47,  1.83s/it]
Train: 0.1090 | Test: 0.1248 | Test metric: 0.7855 | Dataset: gs-lf:  15%|█▍        | 44/300 [01:21<07:47,  1.83s/it]
Train: 0.1090 | Test: 0.1248 | Test metric: 0.7855 | Dataset: gs-lf:  15%|█▌        | 45/300 [01:21<07:45,  1.83s/it]
Train: 0.1086 | Test: 0.1243 | Test metric: 0.7871 | Dataset: gs-lf:  15%|█▌        | 45/300 [01:23<07:45,  1.83s/it]
Train: 0.1086 | Test: 0.1243 | Test metric: 0.7871 | Dataset: gs-lf:  15%|█▌        | 46/300 [01:23<07:44,  1.83s/it]
Train: 0.1085 | Test: 0.1250 | Test metric: 0.7895 | Dataset: gs-lf:  15%|█▌        | 46/300 [01:25<07:44,  1.83s/it]
Train: 0.1085 | Test: 0.1250 | Test metric: 0.7895 | Dataset: gs-lf:  16%|█▌        | 47/300 [01:25<07:41,  1.83s/it]
Train: 0.1083 | Test: 0.1212 | Test metric: 0.7930 | Dataset: gs-lf:  16%|█▌        | 47/300 [01:27<07:41,  1.83s/it]
Train: 0.1083 | Test: 0.1212 | Test metric: 0.7930 | Dataset: gs-lf:  16%|█▌        | 48/300 [01:27<07:40,  1.83s/it]
Train: 0.1079 | Test: 0.1220 | Test metric: 0.7978 | Dataset: gs-lf:  16%|█▌        | 48/300 [01:29<07:40,  1.83s/it]
Train: 0.1079 | Test: 0.1220 | Test metric: 0.7978 | Dataset: gs-lf:  16%|█▋        | 49/300 [01:29<07:41,  1.84s/it]
Train: 0.1077 | Test: 0.1240 | Test metric: 0.7988 | Dataset: gs-lf:  16%|█▋        | 49/300 [01:31<07:41,  1.84s/it]
Train: 0.1077 | Test: 0.1240 | Test metric: 0.7988 | Dataset: gs-lf:  17%|█▋        | 50/300 [01:31<07:37,  1.83s/it]
Train: 0.1078 | Test: 0.1210 | Test metric: 0.8018 | Dataset: gs-lf:  17%|█▋        | 50/300 [01:32<07:37,  1.83s/it]
Train: 0.1078 | Test: 0.1210 | Test metric: 0.8018 | Dataset: gs-lf:  17%|█▋        | 51/300 [01:32<07:35,  1.83s/it]
Train: 0.1072 | Test: 0.1185 | Test metric: 0.8031 | Dataset: gs-lf:  17%|█▋        | 51/300 [01:34<07:35,  1.83s/it]
Train: 0.1072 | Test: 0.1185 | Test metric: 0.8031 | Dataset: gs-lf:  17%|█▋        | 52/300 [01:34<07:35,  1.84s/it]
Train: 0.1072 | Test: 0.1214 | Test metric: 0.8037 | Dataset: gs-lf:  17%|█▋        | 52/300 [01:36<07:35,  1.84s/it]
Train: 0.1072 | Test: 0.1214 | Test metric: 0.8037 | Dataset: gs-lf:  18%|█▊        | 53/300 [01:36<07:32,  1.83s/it]
Train: 0.1070 | Test: 0.1189 | Test metric: 0.8072 | Dataset: gs-lf:  18%|█▊        | 53/300 [01:38<07:32,  1.83s/it]
Train: 0.1070 | Test: 0.1189 | Test metric: 0.8072 | Dataset: gs-lf:  18%|█▊        | 54/300 [01:38<07:30,  1.83s/it]
Train: 0.1066 | Test: 0.1199 | Test metric: 0.8082 | Dataset: gs-lf:  18%|█▊        | 54/300 [01:40<07:30,  1.83s/it]
Train: 0.1066 | Test: 0.1199 | Test metric: 0.8082 | Dataset: gs-lf:  18%|█▊        | 55/300 [01:40<07:27,  1.83s/it]
Train: 0.1065 | Test: 0.1152 | Test metric: 0.8113 | Dataset: gs-lf:  18%|█▊        | 55/300 [01:42<07:27,  1.83s/it]
Train: 0.1065 | Test: 0.1152 | Test metric: 0.8113 | Dataset: gs-lf:  19%|█▊        | 56/300 [01:42<07:26,  1.83s/it]
Train: 0.1063 | Test: 0.1190 | Test metric: 0.8109 | Dataset: gs-lf:  19%|█▊        | 56/300 [01:43<07:26,  1.83s/it]
Train: 0.1063 | Test: 0.1190 | Test metric: 0.8109 | Dataset: gs-lf:  19%|█▉        | 57/300 [01:43<07:23,  1.83s/it]
Train: 0.1061 | Test: 0.1182 | Test metric: 0.8126 | Dataset: gs-lf:  19%|█▉        | 57/300 [01:45<07:23,  1.83s/it]
Train: 0.1061 | Test: 0.1182 | Test metric: 0.8126 | Dataset: gs-lf:  19%|█▉        | 58/300 [01:45<07:21,  1.82s/it]
Train: 0.1061 | Test: 0.1166 | Test metric: 0.8124 | Dataset: gs-lf:  19%|█▉        | 58/300 [01:47<07:21,  1.82s/it]
Train: 0.1061 | Test: 0.1166 | Test metric: 0.8124 | Dataset: gs-lf:  20%|█▉        | 59/300 [01:47<07:19,  1.83s/it]
Train: 0.1059 | Test: 0.1192 | Test metric: 0.8143 | Dataset: gs-lf:  20%|█▉        | 59/300 [01:49<07:19,  1.83s/it]
Train: 0.1059 | Test: 0.1192 | Test metric: 0.8143 | Dataset: gs-lf:  20%|██        | 60/300 [01:49<07:17,  1.82s/it]
Train: 0.1056 | Test: 0.1212 | Test metric: 0.8141 | Dataset: gs-lf:  20%|██        | 60/300 [01:51<07:17,  1.82s/it]
Train: 0.1056 | Test: 0.1212 | Test metric: 0.8141 | Dataset: gs-lf:  20%|██        | 61/300 [01:51<07:15,  1.82s/it]
Train: 0.1055 | Test: 0.1164 | Test metric: 0.8159 | Dataset: gs-lf:  20%|██        | 61/300 [01:52<07:15,  1.82s/it]
Train: 0.1055 | Test: 0.1164 | Test metric: 0.8159 | Dataset: gs-lf:  21%|██        | 62/300 [01:52<07:14,  1.82s/it]
Train: 0.1055 | Test: 0.1174 | Test metric: 0.8188 | Dataset: gs-lf:  21%|██        | 62/300 [01:54<07:14,  1.82s/it]
Train: 0.1055 | Test: 0.1174 | Test metric: 0.8188 | Dataset: gs-lf:  21%|██        | 63/300 [01:54<07:14,  1.83s/it]
Train: 0.1053 | Test: 0.1235 | Test metric: 0.8184 | Dataset: gs-lf:  21%|██        | 63/300 [01:56<07:14,  1.83s/it]
Train: 0.1053 | Test: 0.1235 | Test metric: 0.8184 | Dataset: gs-lf:  21%|██▏       | 64/300 [01:56<07:11,  1.83s/it]
Train: 0.1050 | Test: 0.1153 | Test metric: 0.8214 | Dataset: gs-lf:  21%|██▏       | 64/300 [01:58<07:11,  1.83s/it]
Train: 0.1050 | Test: 0.1153 | Test metric: 0.8214 | Dataset: gs-lf:  22%|██▏       | 65/300 [01:58<07:10,  1.83s/it]
Train: 0.1049 | Test: 0.1148 | Test metric: 0.8211 | Dataset: gs-lf:  22%|██▏       | 65/300 [02:00<07:10,  1.83s/it]
Train: 0.1049 | Test: 0.1148 | Test metric: 0.8211 | Dataset: gs-lf:  22%|██▏       | 66/300 [02:00<07:07,  1.83s/it]
Train: 0.1045 | Test: 0.1184 | Test metric: 0.8222 | Dataset: gs-lf:  22%|██▏       | 66/300 [02:02<07:07,  1.83s/it]
Train: 0.1045 | Test: 0.1184 | Test metric: 0.8222 | Dataset: gs-lf:  22%|██▏       | 67/300 [02:02<07:05,  1.82s/it]
Train: 0.1042 | Test: 0.1134 | Test metric: 0.8237 | Dataset: gs-lf:  22%|██▏       | 67/300 [02:03<07:05,  1.82s/it]
Train: 0.1042 | Test: 0.1134 | Test metric: 0.8237 | Dataset: gs-lf:  23%|██▎       | 68/300 [02:03<07:02,  1.82s/it]
Train: 0.1044 | Test: 0.1154 | Test metric: 0.8232 | Dataset: gs-lf:  23%|██▎       | 68/300 [02:05<07:02,  1.82s/it]
Train: 0.1044 | Test: 0.1154 | Test metric: 0.8232 | Dataset: gs-lf:  23%|██▎       | 69/300 [02:05<07:00,  1.82s/it]
Train: 0.1044 | Test: 0.1158 | Test metric: 0.8246 | Dataset: gs-lf:  23%|██▎       | 69/300 [02:07<07:00,  1.82s/it]
Train: 0.1044 | Test: 0.1158 | Test metric: 0.8246 | Dataset: gs-lf:  23%|██▎       | 70/300 [02:07<06:59,  1.82s/it]
Train: 0.1042 | Test: 0.1141 | Test metric: 0.8255 | Dataset: gs-lf:  23%|██▎       | 70/300 [02:09<06:59,  1.82s/it]
Train: 0.1042 | Test: 0.1141 | Test metric: 0.8255 | Dataset: gs-lf:  24%|██▎       | 71/300 [02:09<06:57,  1.82s/it]
Train: 0.1038 | Test: 0.1171 | Test metric: 0.8264 | Dataset: gs-lf:  24%|██▎       | 71/300 [02:11<06:57,  1.82s/it]
Train: 0.1038 | Test: 0.1171 | Test metric: 0.8264 | Dataset: gs-lf:  24%|██▍       | 72/300 [02:11<06:55,  1.82s/it]
Train: 0.1037 | Test: 0.1182 | Test metric: 0.8249 | Dataset: gs-lf:  24%|██▍       | 72/300 [02:13<06:55,  1.82s/it]
Train: 0.1037 | Test: 0.1182 | Test metric: 0.8249 | Dataset: gs-lf:  24%|██▍       | 73/300 [02:13<06:53,  1.82s/it]
Train: 0.1038 | Test: 0.1162 | Test metric: 0.8266 | Dataset: gs-lf:  24%|██▍       | 73/300 [02:14<06:53,  1.82s/it]
Train: 0.1038 | Test: 0.1162 | Test metric: 0.8266 | Dataset: gs-lf:  25%|██▍       | 74/300 [02:14<06:51,  1.82s/it]
Train: 0.1036 | Test: 0.1149 | Test metric: 0.8278 | Dataset: gs-lf:  25%|██▍       | 74/300 [02:16<06:51,  1.82s/it]
Train: 0.1036 | Test: 0.1149 | Test metric: 0.8278 | Dataset: gs-lf:  25%|██▌       | 75/300 [02:16<06:49,  1.82s/it]
Train: 0.1037 | Test: 0.1116 | Test metric: 0.8307 | Dataset: gs-lf:  25%|██▌       | 75/300 [02:18<06:49,  1.82s/it]
Train: 0.1037 | Test: 0.1116 | Test metric: 0.8307 | Dataset: gs-lf:  25%|██▌       | 76/300 [02:18<06:47,  1.82s/it]
Train: 0.1035 | Test: 0.1137 | Test metric: 0.8297 | Dataset: gs-lf:  25%|██▌       | 76/300 [02:20<06:47,  1.82s/it]
Train: 0.1035 | Test: 0.1137 | Test metric: 0.8297 | Dataset: gs-lf:  26%|██▌       | 77/300 [02:20<06:46,  1.82s/it]
Train: 0.1033 | Test: 0.1149 | Test metric: 0.8297 | Dataset: gs-lf:  26%|██▌       | 77/300 [02:22<06:46,  1.82s/it]
Train: 0.1033 | Test: 0.1149 | Test metric: 0.8297 | Dataset: gs-lf:  26%|██▌       | 78/300 [02:22<06:45,  1.83s/it]
Train: 0.1030 | Test: 0.1167 | Test metric: 0.8317 | Dataset: gs-lf:  26%|██▌       | 78/300 [02:23<06:45,  1.83s/it]
Train: 0.1030 | Test: 0.1167 | Test metric: 0.8317 | Dataset: gs-lf:  26%|██▋       | 79/300 [02:23<06:43,  1.82s/it]
Train: 0.1030 | Test: 0.1142 | Test metric: 0.8324 | Dataset: gs-lf:  26%|██▋       | 79/300 [02:25<06:43,  1.82s/it]
Train: 0.1030 | Test: 0.1142 | Test metric: 0.8324 | Dataset: gs-lf:  27%|██▋       | 80/300 [02:25<06:41,  1.83s/it]
Train: 0.1028 | Test: 0.1127 | Test metric: 0.8329 | Dataset: gs-lf:  27%|██▋       | 80/300 [02:27<06:41,  1.83s/it]
Train: 0.1028 | Test: 0.1127 | Test metric: 0.8329 | Dataset: gs-lf:  27%|██▋       | 81/300 [02:27<06:39,  1.83s/it]
Train: 0.1026 | Test: 0.1142 | Test metric: 0.8337 | Dataset: gs-lf:  27%|██▋       | 81/300 [02:29<06:39,  1.83s/it]
Train: 0.1026 | Test: 0.1142 | Test metric: 0.8337 | Dataset: gs-lf:  27%|██▋       | 82/300 [02:29<06:37,  1.82s/it]
Train: 0.1025 | Test: 0.1140 | Test metric: 0.8340 | Dataset: gs-lf:  27%|██▋       | 82/300 [02:31<06:37,  1.82s/it]
Train: 0.1025 | Test: 0.1140 | Test metric: 0.8340 | Dataset: gs-lf:  28%|██▊       | 83/300 [02:31<06:36,  1.82s/it]
Train: 0.1025 | Test: 0.1124 | Test metric: 0.8351 | Dataset: gs-lf:  28%|██▊       | 83/300 [02:33<06:36,  1.82s/it]
Train: 0.1025 | Test: 0.1124 | Test metric: 0.8351 | Dataset: gs-lf:  28%|██▊       | 84/300 [02:33<06:34,  1.83s/it]
Train: 0.1023 | Test: 0.1141 | Test metric: 0.8341 | Dataset: gs-lf:  28%|██▊       | 84/300 [02:34<06:34,  1.83s/it]
Train: 0.1023 | Test: 0.1141 | Test metric: 0.8341 | Dataset: gs-lf:  28%|██▊       | 85/300 [02:34<06:32,  1.82s/it]
Train: 0.1022 | Test: 0.1151 | Test metric: 0.8350 | Dataset: gs-lf:  28%|██▊       | 85/300 [02:36<06:32,  1.82s/it]
Train: 0.1022 | Test: 0.1151 | Test metric: 0.8350 | Dataset: gs-lf:  29%|██▊       | 86/300 [02:36<06:28,  1.81s/it]
Train: 0.1022 | Test: 0.1122 | Test metric: 0.8359 | Dataset: gs-lf:  29%|██▊       | 86/300 [02:38<06:28,  1.81s/it]
Train: 0.1022 | Test: 0.1122 | Test metric: 0.8359 | Dataset: gs-lf:  29%|██▉       | 87/300 [02:38<06:22,  1.80s/it]
Train: 0.1021 | Test: 0.1113 | Test metric: 0.8362 | Dataset: gs-lf:  29%|██▉       | 87/300 [02:40<06:22,  1.80s/it]
Train: 0.1021 | Test: 0.1113 | Test metric: 0.8362 | Dataset: gs-lf:  29%|██▉       | 88/300 [02:40<06:18,  1.79s/it]
Train: 0.1022 | Test: 0.1129 | Test metric: 0.8378 | Dataset: gs-lf:  29%|██▉       | 88/300 [02:41<06:18,  1.79s/it]
Train: 0.1022 | Test: 0.1129 | Test metric: 0.8378 | Dataset: gs-lf:  30%|██▉       | 89/300 [02:42<06:15,  1.78s/it]
Train: 0.1020 | Test: 0.1139 | Test metric: 0.8357 | Dataset: gs-lf:  30%|██▉       | 89/300 [02:43<06:15,  1.78s/it]
Train: 0.1020 | Test: 0.1139 | Test metric: 0.8357 | Dataset: gs-lf:  30%|███       | 90/300 [02:43<06:11,  1.77s/it]
Train: 0.1020 | Test: 0.1129 | Test metric: 0.8357 | Dataset: gs-lf:  30%|███       | 90/300 [02:45<06:11,  1.77s/it]
Train: 0.1020 | Test: 0.1129 | Test metric: 0.8357 | Dataset: gs-lf:  30%|███       | 91/300 [02:45<06:09,  1.77s/it]
Train: 0.1017 | Test: 0.1113 | Test metric: 0.8380 | Dataset: gs-lf:  30%|███       | 91/300 [02:47<06:09,  1.77s/it]
Train: 0.1017 | Test: 0.1113 | Test metric: 0.8380 | Dataset: gs-lf:  31%|███       | 92/300 [02:47<06:07,  1.77s/it]
Train: 0.1017 | Test: 0.1124 | Test metric: 0.8392 | Dataset: gs-lf:  31%|███       | 92/300 [02:49<06:07,  1.77s/it]
Train: 0.1017 | Test: 0.1124 | Test metric: 0.8392 | Dataset: gs-lf:  31%|███       | 93/300 [02:49<06:04,  1.76s/it]
Train: 0.1016 | Test: 0.1115 | Test metric: 0.8390 | Dataset: gs-lf:  31%|███       | 93/300 [02:50<06:04,  1.76s/it]
Train: 0.1016 | Test: 0.1115 | Test metric: 0.8390 | Dataset: gs-lf:  31%|███▏      | 94/300 [02:50<06:01,  1.75s/it]
Train: 0.1016 | Test: 0.1098 | Test metric: 0.8407 | Dataset: gs-lf:  31%|███▏      | 94/300 [02:52<06:01,  1.75s/it]
Train: 0.1016 | Test: 0.1098 | Test metric: 0.8407 | Dataset: gs-lf:  32%|███▏      | 95/300 [02:52<05:59,  1.75s/it]
Train: 0.1015 | Test: 0.1121 | Test metric: 0.8394 | Dataset: gs-lf:  32%|███▏      | 95/300 [02:54<05:59,  1.75s/it]
Train: 0.1015 | Test: 0.1121 | Test metric: 0.8394 | Dataset: gs-lf:  32%|███▏      | 96/300 [02:54<05:57,  1.75s/it]
Train: 0.1013 | Test: 0.1129 | Test metric: 0.8402 | Dataset: gs-lf:  32%|███▏      | 96/300 [02:55<05:57,  1.75s/it]
Train: 0.1013 | Test: 0.1129 | Test metric: 0.8402 | Dataset: gs-lf:  32%|███▏      | 97/300 [02:55<05:54,  1.75s/it]
Train: 0.1015 | Test: 0.1087 | Test metric: 0.8414 | Dataset: gs-lf:  32%|███▏      | 97/300 [02:57<05:54,  1.75s/it]
Train: 0.1015 | Test: 0.1087 | Test metric: 0.8414 | Dataset: gs-lf:  33%|███▎      | 98/300 [02:57<05:52,  1.75s/it]
Train: 0.1012 | Test: 0.1112 | Test metric: 0.8408 | Dataset: gs-lf:  33%|███▎      | 98/300 [02:59<05:52,  1.75s/it]
Train: 0.1012 | Test: 0.1112 | Test metric: 0.8408 | Dataset: gs-lf:  33%|███▎      | 99/300 [02:59<05:50,  1.75s/it]
Train: 0.1011 | Test: 0.1115 | Test metric: 0.8422 | Dataset: gs-lf:  33%|███▎      | 99/300 [03:01<05:50,  1.75s/it]
Train: 0.1011 | Test: 0.1115 | Test metric: 0.8422 | Dataset: gs-lf:  33%|███▎      | 100/300 [03:01<05:49,  1.75s/it]
Train: 0.1012 | Test: 0.1126 | Test metric: 0.8404 | Dataset: gs-lf:  33%|███▎      | 100/300 [03:02<05:49,  1.75s/it]
Train: 0.1012 | Test: 0.1126 | Test metric: 0.8404 | Dataset: gs-lf:  34%|███▎      | 101/300 [03:02<05:47,  1.75s/it]
Train: 0.1009 | Test: 0.1102 | Test metric: 0.8421 | Dataset: gs-lf:  34%|███▎      | 101/300 [03:04<05:47,  1.75s/it]
Train: 0.1009 | Test: 0.1102 | Test metric: 0.8421 | Dataset: gs-lf:  34%|███▍      | 102/300 [03:04<05:45,  1.75s/it]
Train: 0.1008 | Test: 0.1101 | Test metric: 0.8410 | Dataset: gs-lf:  34%|███▍      | 102/300 [03:06<05:45,  1.75s/it]
Train: 0.1008 | Test: 0.1101 | Test metric: 0.8410 | Dataset: gs-lf:  34%|███▍      | 103/300 [03:06<05:43,  1.74s/it]
Train: 0.1010 | Test: 0.1096 | Test metric: 0.8430 | Dataset: gs-lf:  34%|███▍      | 103/300 [03:08<05:43,  1.74s/it]
Train: 0.1010 | Test: 0.1096 | Test metric: 0.8430 | Dataset: gs-lf:  35%|███▍      | 104/300 [03:08<05:41,  1.74s/it]
Train: 0.1007 | Test: 0.1103 | Test metric: 0.8427 | Dataset: gs-lf:  35%|███▍      | 104/300 [03:09<05:41,  1.74s/it]
Train: 0.1007 | Test: 0.1103 | Test metric: 0.8427 | Dataset: gs-lf:  35%|███▌      | 105/300 [03:09<05:40,  1.74s/it]
Train: 0.1005 | Test: 0.1117 | Test metric: 0.8424 | Dataset: gs-lf:  35%|███▌      | 105/300 [03:11<05:40,  1.74s/it]
Train: 0.1005 | Test: 0.1117 | Test metric: 0.8424 | Dataset: gs-lf:  35%|███▌      | 106/300 [03:11<05:38,  1.74s/it]
Train: 0.1007 | Test: 0.1127 | Test metric: 0.8433 | Dataset: gs-lf:  35%|███▌      | 106/300 [03:13<05:38,  1.74s/it]
Train: 0.1007 | Test: 0.1127 | Test metric: 0.8433 | Dataset: gs-lf:  36%|███▌      | 107/300 [03:13<05:36,  1.74s/it]
Train: 0.1004 | Test: 0.1103 | Test metric: 0.8437 | Dataset: gs-lf:  36%|███▌      | 107/300 [03:15<05:36,  1.74s/it]
Train: 0.1004 | Test: 0.1103 | Test metric: 0.8437 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:15<05:34,  1.74s/it]
Train: 0.1004 | Test: 0.1130 | Test metric: 0.8445 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:16<05:34,  1.74s/it]
Train: 0.1004 | Test: 0.1130 | Test metric: 0.8445 | Dataset: gs-lf:  36%|███▋      | 109/300 [03:16<05:33,  1.74s/it]
Train: 0.1001 | Test: 0.1085 | Test metric: 0.8441 | Dataset: gs-lf:  36%|███▋      | 109/300 [03:18<05:33,  1.74s/it]
Train: 0.1001 | Test: 0.1085 | Test metric: 0.8441 | Dataset: gs-lf:  37%|███▋      | 110/300 [03:18<05:31,  1.75s/it]
Train: 0.1004 | Test: 0.1091 | Test metric: 0.8442 | Dataset: gs-lf:  37%|███▋      | 110/300 [03:20<05:31,  1.75s/it]
Train: 0.1004 | Test: 0.1091 | Test metric: 0.8442 | Dataset: gs-lf:  37%|███▋      | 111/300 [03:20<05:30,  1.75s/it]
Train: 0.1002 | Test: 0.1127 | Test metric: 0.8443 | Dataset: gs-lf:  37%|███▋      | 111/300 [03:22<05:30,  1.75s/it]
Train: 0.1002 | Test: 0.1127 | Test metric: 0.8443 | Dataset: gs-lf:  37%|███▋      | 112/300 [03:22<05:28,  1.75s/it]
Train: 0.1003 | Test: 0.1089 | Test metric: 0.8459 | Dataset: gs-lf:  37%|███▋      | 112/300 [03:23<05:28,  1.75s/it]
Train: 0.1003 | Test: 0.1089 | Test metric: 0.8459 | Dataset: gs-lf:  38%|███▊      | 113/300 [03:23<05:26,  1.75s/it]
Train: 0.1000 | Test: 0.1094 | Test metric: 0.8460 | Dataset: gs-lf:  38%|███▊      | 113/300 [03:25<05:26,  1.75s/it]
Train: 0.1000 | Test: 0.1094 | Test metric: 0.8460 | Dataset: gs-lf:  38%|███▊      | 114/300 [03:25<05:27,  1.76s/it]
Train: 0.1002 | Test: 0.1132 | Test metric: 0.8456 | Dataset: gs-lf:  38%|███▊      | 114/300 [03:27<05:27,  1.76s/it]
Train: 0.1002 | Test: 0.1132 | Test metric: 0.8456 | Dataset: gs-lf:  38%|███▊      | 115/300 [03:27<05:25,  1.76s/it]
Train: 0.1001 | Test: 0.1108 | Test metric: 0.8456 | Dataset: gs-lf:  38%|███▊      | 115/300 [03:29<05:25,  1.76s/it]
Train: 0.1001 | Test: 0.1108 | Test metric: 0.8456 | Dataset: gs-lf:  39%|███▊      | 116/300 [03:29<05:22,  1.75s/it]
Train: 0.0998 | Test: 0.1096 | Test metric: 0.8460 | Dataset: gs-lf:  39%|███▊      | 116/300 [03:30<05:22,  1.75s/it]
Train: 0.0998 | Test: 0.1096 | Test metric: 0.8460 | Dataset: gs-lf:  39%|███▉      | 117/300 [03:30<05:20,  1.75s/it]
Train: 0.0997 | Test: 0.1107 | Test metric: 0.8473 | Dataset: gs-lf:  39%|███▉      | 117/300 [03:32<05:20,  1.75s/it]
Train: 0.0997 | Test: 0.1107 | Test metric: 0.8473 | Dataset: gs-lf:  39%|███▉      | 118/300 [03:32<05:18,  1.75s/it]
Train: 0.0998 | Test: 0.1098 | Test metric: 0.8470 | Dataset: gs-lf:  39%|███▉      | 118/300 [03:34<05:18,  1.75s/it]
Train: 0.0998 | Test: 0.1098 | Test metric: 0.8470 | Dataset: gs-lf:  40%|███▉      | 119/300 [03:34<05:17,  1.75s/it]
Train: 0.0997 | Test: 0.1100 | Test metric: 0.8473 | Dataset: gs-lf:  40%|███▉      | 119/300 [03:36<05:17,  1.75s/it]
Train: 0.0997 | Test: 0.1100 | Test metric: 0.8473 | Dataset: gs-lf:  40%|████      | 120/300 [03:36<05:15,  1.75s/it]
