Dataset,Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
Ravia,35,7799,1068,6590,31244,176,180,7150,61138,8025,6561,443158,22386,62336,527,9609,1032,6569,84682,6276,10448,8857,7895,11173,5284503,5318042,8103,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,36,180,7363,1032,5284503,8103,637776,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,37,31244,3776,61138,19310,7793,12020,263,9609,6569,84682,8857,7284,5318042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,38,7799,1068,6590,1031,176,61138,19310,7793,443158,11552,22386,9609,8063,6276,10448,8857,7895,11173,261,5284503,5318042,8103,637566,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,39,31244,1031,176,3776,443158,11552,22386,527,6584,6569,84682,8063,6276,8857,261,5284503,5318042,8103,638011,637776,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,40,7799,1031,176,180,14286,8025,6561,7793,264,11552,12020,22386,263,6584,84682,8063,5284503,5318042,8103,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,41,7799,31244,7150,14286,8025,19310,7793,443158,11552,12020,22386,62336,527,84682,8063,6276,10448,7284,5284503,5318042,8103,637566,638011,24915,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,42,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,43,7799,1068,6590,1031,180,3776,7363,7150,14286,61138,8025,19310,6561,7793,443158,11552,12020,22386,62336,6584,6569,10448,7895,7284,11173,638011,637776,10890,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,44,7799,1068,6590,31244,180,7150,8025,19310,6561,443158,264,12020,527,263,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,637776,10890,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,45,7799,1068,31244,1031,176,180,7363,14286,61138,8025,19310,7793,443158,264,11552,12020,527,263,1032,8063,8857,7284,11173,8103,637566,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,46,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,47,6590,31244,176,180,7150,14286,6561,7793,443158,22386,62336,527,9609,6584,6569,8063,6276,7895,11173,5284503,5318042,637566,637776,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,48,7363,14286,8025,6561,264,22386,62336,6569,84682,8063,11173,261,8103,637776,10890,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,49,6561,264,9609,1032,84682,10448,11173,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,50,7799,6590,1031,176,180,7150,61138,6561,7793,264,12020,22386,62336,9609,6584,1032,84682,10448,7895,7284,11173,5318042,8103,10890,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,51,7799,6590,31244,3776,7363,7150,14286,61138,8025,19310,6561,7793,12020,22386,62336,527,263,6584,8063,10448,8857,11173,637566,638011,637776,24915,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,52,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,53,7799,6590,31244,1031,7150,61138,19310,6561,7793,443158,11552,527,263,6584,1032,84682,10448,7284,5284503,637566,638011,637776,10890,24915,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,54,180,7363,7150,14286,61138,8025,19310,443158,264,11552,12020,22386,62336,527,9609,6569,84682,8063,6276,10448,7895,11173,261,5318042,8103,637566,638011,10890,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,55,6590,31244,180,3776,7363,14286,19310,6561,264,9609,6569,6276,8857,7284,5318042,637566,638011,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,56,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,57,1068,7150,14286,6561,7793,11552,22386,263,6569,8063,6276,8857,7284,261,5318042,8103,637566,637776,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,58,6590,7363,14286,61138,8025,264,12020,22386,263,9609,1032,8063,11173,10890,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,59,6590,176,6561,264,62336,10448,8857,7284,11173,261,5318042,8103,638011,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,60,1068,31244,176,180,3776,7363,7150,61138,8025,7793,264,11552,22386,527,9609,6584,6569,84682,8063,6276,10448,7284,11173,261,10890,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,61,7799,1068,31244,176,180,3776,7363,14286,19310,264,11552,12020,22386,527,263,9609,84682,8063,6276,10448,7284,11173,5318042,8103,638011,637776,10890,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,62,7799,1068,6590,31244,176,7363,61138,6561,443158,12020,62336,527,6584,10448,8857,7895,11173,261,5284503,8103,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,63,1068,31244,176,3776,7150,61138,8025,6561,62336,527,263,9609,6569,8063,5318042,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,64,7799,1068,6590,31244,1031,176,180,3776,7363,14286,61138,8025,443158,12020,62336,527,263,9609,6584,84682,6276,10448,7284,11173,5318042,8103,637566,24915,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,65,1031,176,3776,14286,19310,6561,7793,12020,263,6276,7284,8103,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,66,7799,1068,1031,180,3776,7363,8025,19310,6561,264,12020,62336,6584,1032,6276,10448,261,5318042,10890,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,67,1068,3776,7363,61138,443158,527,1032,84682,7284,637776,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,68,7799,1068,6590,1031,176,180,7363,7150,14286,61138,6561,12020,9609,6584,84682,6276,10448,8857,7284,11173,261,5284503,8103,637566,637776,10890,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,69,61138,264,11552,9609,8063,6276,10448,11173,5284503,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,70,1068,8025,6561,264,22386,263,9609,6584,6569,261,5318042,10890,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,71,1031,3776,7150,22386,6584,8063,6276,8857,261,8103,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,72,7799,1068,31244,1031,7793,264,62336,9609,6584,1032,6276,8857,7895,7284,11173,261,5284503,24915,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,73,31244,1031,176,180,3776,7363,19310,6561,443158,264,11552,12020,62336,9609,1032,6569,84682,8063,6276,7895,7284,11173,261,5284503,5318042,637566,638011,10890,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,74,6590,176,6561,443158,264,11552,12020,62336,6569,84682,10448,8857,261,5318042,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,75,1068,31244,61138,527,9609,6569,10448,7895,261,5318042,8103,638011,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,76,6590,3776,7150,8025,263,9609,8857,261,637776,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,77,1068,31244,7150,14286,8025,7793,264,22386,261,5318042,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,78,180,7363,7793,11552,12020,22386,263,84682,6276,7895,7284,261,5284503,5318042,8103,638011,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,79,1068,1031,61138,7793,10448,7284,637566,637776,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,80,1068,6590,61138,6561,7793,22386,8857,11173,261,638011,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,81,6590,176,7363,14286,443158,11552,12020,22386,10448,7284,11173,5284503,5318042,637566,638011,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,82,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,83,6590,176,7150,8025,19310,443158,264,6569,11173,261,8103,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,84,180,3776,7363,7150,61138,8025,7793,11552,12020,22386,62336,527,6584,84682,8063,6276,10448,638011,637776,10890,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,85,31244,180,8025,6561,11552,527,263,6584,84682,6276,8857,11173,261,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,86,1068,6590,31244,1031,3776,7363,7150,8025,19310,6561,443158,264,11552,12020,62336,527,9609,6584,1032,10448,8857,11173,261,8103,638011,10890,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,87,1068,6590,31244,176,3776,7150,8025,19310,7793,443158,264,12020,22386,1032,6569,84682,8063,6276,10448,8857,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,88,1068,3776,7363,61138,8025,19310,22386,62336,84682,8063,6276,10448,7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,89,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,90,1068,1031,61138,19310,11552,12020,8063,6276,10448,8857,7895,638011,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,91,1031,176,7363,14286,8025,7793,443158,527,263,6584,6276,10448,8857,7895,11173,5318042,637566,638011,10890,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,92,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,93,1068,3776,7150,61138,19310,443158,264,12020,22386,62336,7284,5284503,8103,637566,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,94,6590,3776,7363,7150,61138,8025,7793,443158,12020,22386,263,6569,84682,6276,10448,8857,7895,11173,261,5284503,8103,638011,10890,24915,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,95,6590,180,3776,443158,22386,263,9609,1032,84682,7284,11173,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,96,1068,6590,31244,180,3776,7363,7150,61138,8025,19310,264,11552,22386,527,1032,6569,8063,6276,10448,8857,261,5284503,5318042,8103,638011,10890,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,97,6590,31244,1031,7150,19310,6561,7793,264,12020,62336,263,9609,84682,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,24915,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,98,6590,180,3776,7363,8025,19310,12020,22386,263,1032,6569,10448,7284,637776,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,99,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,100,1031,61138,8025,19310,6561,7793,11552,22386,527,9609,1032,10448,7284,11173,261,5284503,8103,638011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,101,3776,7363,7150,6561,7793,12020,22386,527,6584,1032,6569,84682,8063,6276,7284,5318042,8103,637566,637776,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,102,7799,6590,31244,176,7363,14286,61138,6561,62336,9609,6584,1032,84682,11173,5284503,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,103,1068,3776,7150,14286,61138,8025,19310,6561,7793,443158,11552,22386,62336,263,6584,84682,6276,10448,8857,7895,5284503,5318042,8103,637566,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,104,1068,6590,31244,1031,176,7363,14286,61138,8025,19310,6561,11552,62336,527,263,9609,8063,6276,10448,7895,261,5284503,5318042,8103,637566,638011,24915,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,105,7799,3776,7150,19310,6561,6569,84682,6276,11173,637566,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,106,7799,1068,6590,176,7363,14286,8025,6561,7793,11552,263,9609,1032,6569,84682,8063,10448,7895,7284,11173,261,8103,637566,638011,10890,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,107,31244,180,8025,19310,22386,263,10448,7895,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,108,180,3776,7150,6561,7793,264,11552,22386,527,8857,7895,261,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,109,176,180,7363,264,12020,263,9609,1032,84682,6276,7895,11173,638011,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,110,3776,14286,8025,19310,443158,264,11552,12020,22386,62336,527,263,1032,6569,8063,10448,8857,7895,7284,261,5284503,8103,637566,637776,10890,24915,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,111,7799,1068,31244,3776,7150,14286,19310,6561,7793,12020,62336,263,6584,6276,10448,7284,5284503,8103,637566,637776,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,112,1068,6590,31244,1031,3776,7363,7150,14286,6561,11552,12020,62336,527,9609,1032,6569,8063,6276,7284,11173,5318042,8103,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,113,3776,7363,7150,8025,19310,264,12020,263,9609,84682,10448,7895,7284,5284503,5318042,8103,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,114,7799,1068,31244,1031,180,7363,7150,14286,8025,6561,264,22386,62336,263,9609,1032,84682,8063,6276,10448,11173,5284503,8103,637566,638011,24915,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,115,7799,1068,31244,176,180,3776,7363,7150,14286,61138,19310,7793,443158,11552,12020,263,6584,1032,6569,84682,7895,11173,261,5318042,8103,637566,637776,24915,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,116,7799,31244,1031,7363,14286,8025,19310,7793,12020,62336,8063,6276,7895,637776,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,117,6590,1031,176,180,7363,7150,14286,8025,19310,6561,7793,264,11552,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,10890,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,118,1068,1031,180,3776,14286,61138,8025,6561,7793,264,11552,12020,22386,263,6584,1032,8063,7284,5284503,8103,637776,10890,24915,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,119,7799,3776,264,62336,6569,10448,261,5284503,638011,10890,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravia,120,7799,1068,7150,19310,7793,264,527,263,6569,8857,7284,11173,261,8103,10890,24915,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,1,22311,5281515,8030,3314,31272,798,6184,8892,8025,6054,0,8148,997,1060,22873,10890,61138,2879,10430,8048,6561,22386,11509,0,8797,16666,7749,8842,7799,7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,2,12232,7731,14100,7966,7848,18827,6549,1068,2758,7710,326,1146,637511,10976,12741,8118,6501,0,0,10821,8103,7344,8051,12473,460,7583,11002,12367,6590,7991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,3,3314,62433,5281515,7749,6561,12178,1068,7165,11552,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,4,3314,62433,5281515,7749,6561,12178,8048,7710,22386,18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,5,8797,2879,14100,6501,6549,22873,454,8048,8130,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,6,8797,2879,14100,6501,6549,22873,454,8048,8130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,7,8148,6544,8030,6982,7519,62433,24915,61138,7632,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,8,19789253,14100,22386,326,6654,5281168,8103,8091,31276,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,9,4133,7059,6501,1031,12180,11124,6448,180,14286,6544,62465,637511,8051,14100,8892,2879,12232,31249,8103,31272,7363,10890,7991,6982,240,8048,22873,16666,6549,7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,10,4133,7059,6501,1031,12180,11124,6448,180,14286,6544,62465,637511,8051,14100,8892,2879,12232,31249,8103,31272,5283349,1146,2969,7714,6989,798,31244,454,8635,8091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,11,7749,6654,176,31276,1140,5373603,180,22873,7685,4133,14100,1068,7600,12741,10821,31244,31265,1060,78605,8842,7632,460,6501,0,18827,12178,14896,31249,62336,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
