Stimulus,Log (1/ODT),E,S,A,B,L,V,M,AL,AC,ES,C1,C1AC,C1AL,HS,C2,C2Al,C2AC,GrpNo,Train,Duplicates,CID,MolecularWeight,IsomericSMILES,IUPACName,name
8103,1.5904625,0.21,0.42,0.37,0.48,3.61,1.0127,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.5,0.25,3,8103,102.17,CCCCCCO,hexan-1-ol,1-hexanol
8106,4.82391,0.361,0.42,0.0,0.21,4.133,1.1175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8106,118.24,CCCCCCS,hexane-1-thiol,1-hexanethiol
8121,1.032,0.169,0.81,0.0,0.9,3.937,1.1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,8121,146.14,CC(=O)OCCOC(=O)C,2-acetyloxyethyl acetate,ethylene glycol diacetate
8125,-2.31,0.094,0.08,0.0,0.07,3.568,1.1928,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,8125,112.21,CCCCCCC=C,oct-1-ene,1-octene
8129,1.65938,0.211,0.42,0.37,0.48,4.115,1.1536,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1,8129,116.2,CCCCCCCO,heptan-1-ol,1-heptanol
8130,2.633865,0.14,0.65,0.0,0.45,3.865,1.1106,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,1,8130,114.19,CCCCCCC=O,heptanal,heptanal
8133,1.183265,0.201,0.53,0.26,0.83,3.656,1.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,1,8133,118.17,CCCCOCCO,2-butoxyethanol,2-butoxyethanol
8141,-0.34242,0.0,0.0,0.0,0.0,4.182,1.3767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8141,128.25,CCCCCCCCC,nonane,nonane
8148,1.097,0.107,0.3,0.08,0.69,4.349,1.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,8148,129.24,CCCCNCCCC,N-butylbutan-1-amine,dibutylamine
8159,0.01,0.05,0.6,0.0,0.45,4.796,1.4511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,8159,158.24,CCCCCCCOC(=O)C,heptyl acetate,heptyl acetate
8160,0.958,0.062,0.8,0.0,0.8,4.7,1.3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,8160,160.21,CCCCOCCOC(=O)C,2-butoxyethyl acetate,2-butoxyethyl acetate
8164,1.05,0.046,0.6,0.0,0.45,5.27,1.592,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.5,1,8164,172.26,CCCCCCCCOC(=O)C,octyl acetate,octyl acetate
8167,0.5,0.041,0.6,0.0,0.45,6.24,1.8738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,8167,200.32,CCCCCCCCCCOC(=O)C,decyl acetate,decyl acetate
8174,3.11351,0.191,0.42,0.37,0.48,5.6095,1.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8174,158.28,CCCCCCCCCCO,decan-1-ol,1-decanol
8175,3.39794,0.128,0.65,0.0,0.45,5.301,1.5333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8175,156.26,CCCCCCCCCC=O,decanal,decanal
8182,0.95861,0.0,0.0,0.0,0.0,5.696,1.7994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8182,170.33,CCCCCCCCCCCC,dodecane,dodecane
8205,1.36,0.038,0.6,0.0,0.45,7.219,2.1556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,8205,228.37,CCCCCCCCCCCCOC(=O)C,dodecyl acetate,dodecyl acetate
8252,-1.23297,0.103,0.08,0.0,0.07,0.946,0.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,1,8252,42.08,CC=C,prop-1-ene,propylene
8255,-1.0,0.12,0.08,0.0,0.08,1.5787,0.6292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8255,56.11,CC(=C)C,2-methylprop-1-ene,isobutylene
8471,2.26761,0.101,0.15,0.0,0.79,3.04,1.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8471,101.19,CCN(CC)CC,"N,N-diethylethanamine",triethylamine
8657,2.02687,0.688,0.54,0.0,0.18,4.732,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8657,134.22,CCC1=CC=CC=C1CC,"1,2-diethylbenzene","1,2-diethylbenzene"
8723,1.398,0.219,0.39,0.37,0.48,3.011,0.8788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,8723,88.15,CCC(C)CO,2-methylbutan-1-ol,2-methyl-1-butanol
8821,3.58503,0.212,0.64,0.0,0.42,2.758,0.8445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8821,100.12,CCOC(=O)C=C,ethyl prop-2-enoate,ethyl acrylate
8846,3.25964,0.177,0.62,0.0,0.42,3.79,1.1263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8846,128.17,CCCCOC(=O)C=C,butyl prop-2-enoate,butyl acrylate
8857,-0.59213,0.106,0.62,0.0,0.45,2.314,0.7466,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.5,0.75,3,8857,88.11,CCOC(=O)C,ethyl acetate,ethyl acetate
8858,1.77,0.412,0.66,0.0,0.54,3.371,0.9267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,8858,98.14,CC(=CC(=O)C)C,4-methylpent-3-en-2-one,mesityl oxide
8864,1.1549,0.637,0.5,0.0,0.18,4.686,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8864,134.22,CCC1=CC(=CC=C1)CC,"1,3-diethylbenzene","1,3-diethylbenzene"
8892,2.93295,0.174,0.63,0.62,0.44,3.697000000000001,1.0284,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.333333333333333,0.3333333333333333,2,8892,116.16,CCCCCC(=O)O,hexanoic acid,hexanoic acid
8900,0.17393,0.0,0.0,0.0,0.0,3.173,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8900,100.2,CCCCCCC,heptane,heptane
8902,1.699,0.124,0.3,0.08,0.69,3.351,1.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,8902,101.19,CCCNCCC,N-propylpropan-1-amine,dipropylamine
8908,1.8282433333333337,0.056,0.6,0.0,0.45,4.29,1.3102,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,2.333333333333333,1.0,2,8908,144.21,CCCCCCOC(=O)C,hexyl acetate,hexyl acetate
8909,1.155,0.0,0.25,0.0,0.45,3.924,1.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,8909,130.23,CCCCOCCCC,1-butoxybutane,butyl ether
8914,3.04576,0.193,0.42,0.37,0.48,5.12,1.4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8914,144.25,CCCCCCCCCO,nonan-1-ol,1-nonanol
9609,4.48149,0.373,0.38,0.0,0.33,3.021,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9609,90.19,CCSCC,ethylsulfanylethane,diethyl sulfide
10263,1.95861,0.794,0.66,0.0,0.19,5.176,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10263,134.22,CC1=C(C(=C(C=C1)C)C)C,"1,2,3,4-tetramethylbenzene","1,2,3,4-tetramethylbenzene"
10430,4.10791,0.178,0.6,0.61,0.46,3.151,0.8875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10430,102.13,CC(C)CC(=O)O,3-methylbutanoic acid,isovaleric acid
10558,5.16749,0.356,0.33,0.0,0.24,3.071,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10558,90.19,CC(C)CS,2-methylpropane-1-thiol,isobutyl mercaptan
10560,4.52288,0.34,0.36,0.0,0.25,2.95,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10560,90.19,CCC(C)S,butane-2-thiol,2-butanethiol
10864,0.001,0.594,0.51,0.0,0.15,5.23,1.4209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,10864,148.24,CCCCCC1=CC=CC=C1,pentylbenzene,pentylbenzene
10885,2.79588,0.014,0.53,0.0,0.47,4.097,1.3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10885,144.21,CCCC(=O)OCC(C)C,2-methylpropyl butanoate,isobutyl butyrate
10895,1.69897,0.032,0.53,0.0,0.47,3.635,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10895,130.18,CCC(=O)OCC(C)C,2-methylpropyl propanoate,isobutyl propionate
10907,0.17393,0.0,0.0,0.0,0.0,3.106,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10907,114.23,CC(C)CC(C)(C)C,"2,2,4-trimethylpentane","2,2,4-trimethylpentane"
10908,1.14874,0.025,0.54,0.0,0.47,2.802,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10908,116.16,CC(=O)OC(C)(C)C,tert-butyl acetate,tert-butyl acetate
10925,6.11351,0.343,0.32,0.0,0.24,3.5,0.9766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10925,104.22,CC(C)CCS,3-methylbutane-1-thiol,3-methyl-1-butanethiol
10957,0.3098,0.095,0.6,0.0,0.4,2.789,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10957,102.13,CC(C)COC=O,2-methylpropyl formate,isobutyl formate
11039,2.72125,0.087,0.57,0.0,0.47,2.636,0.8878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11039,102.13,CC(C)C(=O)OC,methyl 2-methylpropanoate,methyl isobutyrate
11124,1.00877,0.128,0.6,0.0,0.45,2.431,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11124,88.11,CCC(=O)OC,methyl propanoate,methyl propionate
11251,0.30103,0.134,0.65,0.0,0.51,2.692,0.8288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11251,86.13,CC(C)C(=O)C,3-methylbutan-2-one,3-methyl-2-butanone
11260,-0.65321,0.0,0.0,0.0,0.0,3.016,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11260,100.2,CCC(C)C(C)C,"2,3-dimethylpentane","2,3-dimethylpentane"
11262,1.61979,0.11,0.65,0.0,0.51,3.163,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11262,100.16,CCC(C)C(=O)C,3-methylpentan-2-one,3-methyl-2-pentanone
11507,0.07572,0.0,0.0,0.0,0.0,3.044,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11507,100.2,CCCC(C)CC,3-methylhexane,3-methylhexane
11512,-0.23045,0.0,0.0,0.0,0.0,3.483,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11512,114.23,CCCC(C)CCC,4-methylheptane,4-methylheptane
11513,-0.91,0.18,0.36,0.33,0.56,3.85,1.1536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,11513,116.2,CCCC(CCC)O,heptan-4-ol,4-heptanol
11519,-0.17609,0.0,0.0,0.0,0.0,3.51,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11519,114.23,CCCCC(C)CC,3-methylheptane,3-methylheptane
11529,1.4437,0.058,0.56,0.0,0.47,3.833,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11529,130.18,CCCCOC(=O)CC,butyl propanoate,butyl propionate
11542,-1.57978,0.0,0.0,0.0,0.0,2.796,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11542,100.2,CCCC(C)(C)C,"2,2-dimethylpentane","2,2-dimethylpentane"
11552,4.0,0.144,0.62,0.0,0.45,2.678,0.8288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11552,86.13,CC(C)CC=O,3-methylbutanal,3-methylbutanal
11582,0.37675,0.0,0.0,0.0,0.0,3.001,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11582,100.2,CCCCC(C)C,2-methylhexane,2-methylhexane
11583,1.61979,0.136,0.68,0.0,0.51,3.286,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11583,100.16,CCCCC(=O)C,hexan-2-one,2-hexanone
11594,0.95861,0.0,0.0,0.0,0.0,3.48,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11594,114.23,CCCCCC(C)C,2-methylheptane,2-methylheptane
11597,0.85387,0.078,0.08,0.0,0.07,2.572,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11597,84.16,CCCCC=C,hex-1-ene,1-hexene
11610,0.4318,0.092,0.08,0.0,0.07,3.063,1.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11610,98.19,CCCCCC=C,hept-1-ene,1-heptene
11614,1.06048,0.121,0.63,0.0,0.38,2.958,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11614,102.13,CCCCOC=O,butyl formate,butyl formate
11617,3.65758,0.581,0.45,0.0,0.54,3.75,1.0315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11617,114.21,C=CCSCC=C,3-prop-2-enylsulfanylprop-1-ene,diallyl sulfide
11903,1.13077,0.68,0.55,0.0,0.18,4.346,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11903,120.19,CCC1=CC=CC=C1C,1-ethyl-2-methylbenzene,1-ethyl-2-methylbenzene
12044,1.45593,-0.02,0.53,0.0,0.47,3.249,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12044,130.18,CC(C)C(=O)OC(C)C,propan-2-yl 2-methylpropanoate,isopropyl isobutyrate
12048,0.4318,0.0,0.0,0.0,0.0,3.091,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12048,100.2,CCC(CC)CC,3-ethylpentane,3-ethylpentane
12100,1.74473,0.63,0.51,0.0,0.18,4.275,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12100,120.19,CCC1=CC=CC(=C1)C,1-ethyl-3-methylbenzene,3-ethyltoluene
12160,2.08092,0.63,0.51,0.0,0.18,4.289,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12160,120.19,CCC1=CC=C(C=C1)C,1-ethyl-4-methylbenzene,4-ethyltoluene
12180,2.14874,0.106,0.6,0.0,0.45,2.893,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12180,102.13,CCCC(=O)OC,methyl butanoate,methyl butyrate
12206,2.65758,0.108,0.6,0.0,0.45,3.392,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12206,116.16,CCCCC(=O)OC,methyl pentanoate,methyl valerate
12232,2.65758,0.696,0.6,0.0,0.22,3.0523,0.7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12232,94.2,CSSC,(methyldisulfanyl)methane,dimethyl disulfide
12257,0.5376,0.091,0.6,0.0,0.4,2.23,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12257,88.11,CC(C)OC=O,propan-2-yl formate,isopropyl formate
12348,-0.07,0.067,0.6,0.0,0.45,3.844,1.1693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,12348,130.18,CCCCCOC(=O)C,pentyl acetate,amyl acetate
12370,-2.13,0.155,0.22,0.09,0.1,3.521,1.1498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,12370,110.2,CCCCCCC#C,oct-1-yne,1-octyne
12508,2.38722,0.035,0.53,0.0,0.47,3.028,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12508,116.16,CCC(=O)OC(C)C,propan-2-yl propanoate,isopropyl propionate
12571,2.69897,0.021,0.53,0.0,0.47,3.555,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12571,130.18,CCCOC(=O)C(C)C,propyl 2-methylpropanoate,propyl isobutyrate
12586,-1.228,0.298,0.61,0.0,0.59,1.917,0.5401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,12586,74.08,C1COCO1,"1,3-dioxolane","1,3-dioxolane"
13187,1.1449999999999998,0.113,0.68,0.0,0.51,4.735,1.3924,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,1,13187,142.24,CCCCCCCC(=O)C,nonan-2-one,2-nonanone
14109,1.275,0.591,0.5,0.0,0.15,5.72,1.5618,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.5,1,14109,162.27,CCCCCCC1=CC=CC=C1,hexylbenzene,hexylbenzene
14115,0.25,0.577,0.48,0.0,0.15,6.219,1.7027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,14115,176.3,CCCCCCCC1=CC=CC=C1,heptylbenzene,heptylbenzene
14257,0.06048,0.0,0.0,0.0,0.0,5.191,1.6585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,14257,156.31,CCCCCCCCCCC,undecane,undecane
14896,0.2057449999999999,0.53,0.24,0.0,0.19,4.394,1.2574,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1,14896,136.23,CC1(C2CCC(=C)C1C2)C,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",beta-pinene
15600,0.20761,0.0,0.0,0.0,0.0,4.686,1.5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15600,142.28,CCCCCCCCCC,decane,decane
16607,0.74,0.579,0.48,0.0,0.15,6.714,1.8436,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,1.0,1,16607,190.32,CCCCCCCCC1=CC=CC=C1,octylbenzene,octylbenzene
19041,0.04576,0.0,0.0,0.0,0.0,3.567,1.3767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,19041,128.25,CC(C)CCC(C)(C)C,"2,2,5-trimethylhexane","2,2,5-trimethylhexane"
22311,1.42022,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,22311,136.23,CC1=CCC(CC1)C(=C)C,1-methyl-4-prop-1-en-2-ylcyclohexene,limonene
22386,0.5376,0.195,0.36,0.33,0.56,2.84,0.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,22386,88.15,CCCC(C)O,pentan-2-ol,2-pentanol
24874,0.76955,0.17,0.32,0.16,0.63,2.41,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,24874,73.14,CCC(C)N,butan-2-amine,sec-butylamine
26049,-0.22286,0.511,0.22,0.0,0.1,4.649,1.2574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,26049,136.23,CC1=CCC2C(C1)C2(C)C,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",3-carene
27756,1.699,0.586,0.27,0.0,0.08,4.147,1.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,27756,120.19,CC=C1CC2CC1C=C2,5-ethylidenebicyclo[2.2.1]hept-2-ene,5-ethylidene-2-norbornene
31256,-0.012,0.232,0.62,0.06,1.02,3.55,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,31256,116.16,CC(=O)CC(C)(C)O,4-hydroxy-4-methylpentan-2-one,diacetone alcohol
31260,1.845275,0.192,0.39,0.37,0.48,3.011,0.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.5,1,31260,88.15,CC(C)CCO,3-methylbutan-1-ol,isoamyl alcohol
31261,2.0,0.412,0.78,0.0,0.63,3.326,0.8445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,31261,100.12,CC(=O)CC(=O)C,"pentane-2,4-dione","2,4-pentanedione"
31272,1.50197,0.071,0.6,0.0,0.45,3.353,1.0284,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.5,0.25,3,31272,116.16,CCCCOC(=O)C,butyl acetate,butyl acetate
31275,0.097,0.329,0.75,0.0,0.64,2.892,0.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,31275,88.11,C1COCCO1,"1,4-dioxane","1,4-dioxane"
31289,3.37126,0.15,0.65,0.0,0.45,4.834,1.3924,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.5,0.5,1,31289,142.24,CCCCCCCCC=O,nonanal,nonanal
31373,0.11351,0.639,0.44,0.0,0.0,3.584,3.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,31373,165.8,C(=C(Cl)Cl)(Cl)Cl,"1,1,2,2-tetrachloroethene",tetrachloroethylene
32898,1.7,0.19,0.47,0.37,0.52,5.43,1.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,32898,158.28,CC(C)CCCCCCCO,8-methylnonan-1-ol,isodecanol
61184,2.20761,0.009,0.53,0.0,0.47,3.482,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,61184,130.18,CCCC(=O)OC(C)C,propan-2-yl butanoate,isopropyl butyrate
67328,2.48149,0.075,0.56,0.0,0.45,4.312,1.3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,67328,144.21,CCCCC(=O)OCCC,propyl pentanoate,propyl valerate
95102,1.824,0.319,0.57,0.23,0.94,3.009,0.8307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,95102,89.14,CC(C)(CN)O,1-amino-2-methylpropan-2-ol,1-amino-2-methylpropan-2-ol
439250,-0.659,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,439250,136.23,CC1=CC[C@H](CC1)C(=C)C,(4S)-1-methyl-4-prop-1-en-2-ylcyclohexene,(-)-limonene
440917,-0.994,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,440917,136.23,CC1=CC[C@@H](CC1)C(=C)C,(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,d-limonene
447466,1.63827,0.387,0.75,0.0,0.43,2.532,0.6449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,447466,70.09,C/C=C/C=O,(E)-but-2-enal,crotonaldehyde
521158,-0.03,0.17,0.56,0.3,0.85,3.68,1.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,521158,118.17,CC(C)COCCO,2-(2-methylpropoxy)ethanol,2-isobutoxyethanol
637566,1.07,0.513,0.54,0.35,0.63,5.512,1.4903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,637566,154.25,CC(=CCC/C(=C/CO)/C)C,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",geraniol
12379457,1.958,0.41,0.59,0.25,0.95,4.15,1.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,12379457,117.19,CCC(CC)(CN)O,3-(aminomethyl)pentan-3-ol,3-(aminomethyl)pentan-3-ol
