Dataset,Mixture 1,Mixture 2,Experimental Values,Category,Idx_DREAM,Difference
Ravia,135.0,136.0,0.6364,unknown,,
Ravia,135.0,138.0,0.2768,unknown,,
Ravia,135.0,139.0,0.6213000000000001,unknown,,
Ravia,135.0,140.0,0.4639,unknown,,
Ravia,135.0,143.0,0.5792,unknown,,
Ravia,135.0,144.0,0.6725999999999999,unknown,,
Ravia,136.0,138.0,0.6731,unknown,,
Ravia,136.0,146.0,0.8059000000000001,unknown,,
Ravia,136.0,144.0,0.7725,unknown,,
Ravia,136.0,147.0,0.8229,unknown,,
Ravia,136.0,148.0,0.6833,unknown,,
Ravia,137.0,141.0,0.3854999999999999,unknown,,
Ravia,137.0,142.0,0.4696,unknown,,
Ravia,137.0,143.0,0.5183,unknown,,
Ravia,137.0,145.0,0.4607,unknown,,
Ravia,137.0,144.0,0.5519,unknown,,
Ravia,137.0,147.0,0.4467,unknown,,
Ravia,138.0,139.0,0.7286,unknown,,
Ravia,138.0,140.0,0.6528999999999999,unknown,,
Ravia,138.0,142.0,0.6542,unknown,,
Ravia,138.0,146.0,0.8327,unknown,,
Ravia,138.0,144.0,0.7128,unknown,,
Ravia,138.0,147.0,0.7573000000000001,unknown,,
Ravia,139.0,142.0,0.4579,unknown,,
Ravia,139.0,143.0,0.6734,unknown,,
Ravia,139.0,145.0,0.2273,unknown,,
Ravia,140.0,141.0,0.7173,unknown,,
Ravia,140.0,146.0,0.6940000000000001,unknown,,
Ravia,140.0,145.0,0.6914,unknown,,
Ravia,140.0,147.0,0.715,unknown,,
Ravia,141.0,142.0,0.1945,unknown,,
Ravia,141.0,143.0,0.5282,unknown,,
Ravia,141.0,146.0,0.4857,unknown,,
Ravia,141.0,145.0,0.4042,unknown,,
Ravia,141.0,144.0,0.4841,unknown,,
Ravia,141.0,148.0,0.5004,unknown,,
Ravia,142.0,147.0,0.5069,unknown,,
Ravia,142.0,148.0,0.526,unknown,,
Ravia,143.0,146.0,0.7273000000000001,unknown,,
Ravia,143.0,145.0,0.6285000000000001,unknown,,
Ravia,143.0,148.0,0.5856,unknown,,
Ravia,146.0,144.0,0.3837,unknown,,
Ravia,145.0,147.0,0.3468,unknown,,
Ravia,144.0,148.0,0.2889,unknown,,
Ravia,147.0,148.0,0.5396,unknown,,
Bushdid,1.0,2.0,0.5769230769230769,train,266.0,7.692307690820854e-08
Bushdid,3.0,4.0,0.6923076923076923,train,267.0,3.076923077438565e-07
Bushdid,5.0,6.0,0.2692307692307692,train,268.0,2.307692307801368e-07
Bushdid,9.0,10.0,0.5769230769230769,train,269.0,7.692307690820854e-08
Bushdid,11.0,12.0,0.3076923076923077,train,270.0,3.076923076883453e-07
Bushdid,13.0,14.0,0.5,train,271.0,0.0
Bushdid,15.0,16.0,0.7692307692307693,train,272.0,2.307692307246257e-07
Bushdid,23.0,24.0,0.6538461538461539,train,273.0,1.5384615381641709e-07
Bushdid,25.0,26.0,0.7692307692307693,train,274.0,2.307692307246257e-07
Bushdid,27.0,28.0,0.8076923076923077,train,275.0,3.076923077438565e-07
Bushdid,31.0,32.0,0.6153846153846154,train,276.0,3.846153845410427e-07
Bushdid,33.0,34.0,0.4230769230769231,train,277.0,7.692307690820854e-08
Bushdid,35.0,36.0,0.5769230769230769,train,278.0,7.692307690820854e-08
Bushdid,37.0,38.0,0.5769230769230769,train,279.0,7.692307690820854e-08
Bushdid,39.0,40.0,0.6153846153846154,train,280.0,3.846153845410427e-07
Bushdid,41.0,42.0,0.5384615384615384,train,281.0,4.615384615602736e-07
Bushdid,43.0,44.0,0.5,train,282.0,0.0
Bushdid,45.0,46.0,0.5769230769230769,train,283.0,7.692307690820854e-08
Bushdid,47.0,48.0,0.8076923076923077,train,284.0,3.076923077438565e-07
Bushdid,49.0,50.0,0.2692307692307692,train,285.0,2.307692307801368e-07
Bushdid,53.0,54.0,0.6538461538461539,train,286.0,1.5384615381641709e-07
Bushdid,55.0,56.0,0.6153846153846154,train,287.0,3.846153845410427e-07
Bushdid,57.0,58.0,0.6538461538461539,train,288.0,1.5384615381641709e-07
Bushdid,59.0,60.0,0.5384615384615384,train,289.0,4.615384615602736e-07
Bushdid,61.0,62.0,0.5769230769230769,train,290.0,7.692307690820854e-08
Bushdid,63.0,64.0,0.5,train,291.0,0.0
Bushdid,67.0,68.0,0.3461538461538461,train,292.0,1.5384615387192826e-07
Bushdid,69.0,70.0,0.5,train,293.0,0.0
Bushdid,71.0,72.0,0.3076923076923077,train,294.0,3.076923076883453e-07
Bushdid,73.0,74.0,0.6923076923076923,train,295.0,3.076923077438565e-07
Bushdid,75.0,76.0,0.4230769230769231,train,296.0,7.692307690820854e-08
Bushdid,77.0,78.0,0.5384615384615384,train,297.0,4.615384615602736e-07
Bushdid,79.0,80.0,0.3461538461538461,train,298.0,1.5384615387192826e-07
Bushdid,81.0,82.0,0.6923076923076923,train,299.0,3.076923077438565e-07
Bushdid,83.0,84.0,0.3846153846153846,train,300.0,3.84615384652065e-07
Bushdid,85.0,86.0,0.4615384615384615,train,301.0,4.615384615602736e-07
Bushdid,87.0,88.0,0.7307692307692307,train,302.0,2.307692307246257e-07
Bushdid,89.0,90.0,0.3076923076923077,train,303.0,3.076923076883453e-07
Bushdid,91.0,92.0,0.3461538461538461,train,304.0,1.5384615387192826e-07
Bushdid,93.0,94.0,0.5384615384615384,train,305.0,4.615384615602736e-07
Bushdid,95.0,96.0,0.7692307692307693,train,306.0,2.307692307246257e-07
Bushdid,97.0,98.0,0.8076923076923077,train,307.0,3.076923077438565e-07
Bushdid,99.0,100.0,0.4230769230769231,train,308.0,7.692307690820854e-08
Bushdid,101.0,102.0,0.7692307692307693,train,309.0,2.307692307246257e-07
Bushdid,103.0,104.0,0.8846153846153846,train,310.0,3.846153845410427e-07
Bushdid,105.0,106.0,0.1538461538461538,train,311.0,1.5384615384417266e-07
Bushdid,107.0,108.0,0.4230769230769231,train,312.0,7.692307690820854e-08
Bushdid,109.0,110.0,0.8076923076923077,train,313.0,3.076923077438565e-07
Bushdid,111.0,112.0,0.2692307692307692,train,314.0,2.307692307801368e-07
Bushdid,113.0,114.0,0.8461538461538461,train,315.0,1.5384615381641709e-07
Bushdid,115.0,116.0,0.3846153846153846,train,316.0,3.84615384652065e-07
Bushdid,117.0,118.0,0.4615384615384615,train,317.0,4.615384615602736e-07
Bushdid,121.0,122.0,0.3076923076923077,train,318.0,3.076923076883453e-07
Bushdid,123.0,124.0,0.2692307692307692,train,319.0,2.307692307801368e-07
Bushdid,125.0,126.0,0.1923076923076923,train,320.0,3.076923076883453e-07
Bushdid,127.0,128.0,0.5384615384615384,train,321.0,4.615384615602736e-07
Bushdid,129.0,130.0,0.5384615384615384,train,322.0,4.615384615602736e-07
Bushdid,131.0,132.0,0.8461538461538461,train,323.0,1.5384615381641709e-07
Bushdid,137.0,138.0,0.5769230769230769,train,324.0,7.692307690820854e-08
Bushdid,141.0,142.0,0.4230769230769231,train,325.0,7.692307690820854e-08
Bushdid,143.0,144.0,0.6923076923076923,train,326.0,3.076923077438565e-07
Bushdid,145.0,146.0,0.8076923076923077,train,327.0,3.076923077438565e-07
Bushdid,147.0,148.0,0.7307692307692307,train,328.0,2.307692307246257e-07
Bushdid,149.0,150.0,0.8461538461538461,train,329.0,1.5384615381641709e-07
Bushdid,151.0,152.0,0.4230769230769231,train,330.0,7.692307690820854e-08
Bushdid,153.0,154.0,0.5,train,331.0,0.0
Bushdid,155.0,156.0,0.8076923076923077,train,332.0,3.076923077438565e-07
Bushdid,157.0,158.0,0.3076923076923077,train,333.0,3.076923076883453e-07
Bushdid,159.0,160.0,0.6923076923076923,train,334.0,3.076923077438565e-07
Bushdid,161.0,162.0,0.3461538461538461,train,335.0,1.5384615387192826e-07
Bushdid,163.0,164.0,0.4615384615384615,train,336.0,4.615384615602736e-07
Bushdid,165.0,166.0,0.6153846153846154,train,337.0,3.846153845410427e-07
Bushdid,169.0,170.0,0.6923076923076923,train,338.0,3.076923077438565e-07
Bushdid,173.0,174.0,0.7692307692307693,train,339.0,2.307692307246257e-07
Bushdid,175.0,176.0,0.1923076923076923,train,340.0,3.076923076883453e-07
Bushdid,177.0,178.0,0.2692307692307692,train,341.0,2.307692307801368e-07
Bushdid,179.0,180.0,0.5384615384615384,train,342.0,4.615384615602736e-07
Bushdid,181.0,182.0,0.8076923076923077,train,343.0,3.076923077438565e-07
Bushdid,183.0,184.0,0.7692307692307693,train,344.0,2.307692307246257e-07
Bushdid,185.0,186.0,0.7692307692307693,train,345.0,2.307692307246257e-07
Bushdid,187.0,188.0,0.4230769230769231,train,346.0,7.692307690820854e-08
Bushdid,189.0,190.0,0.8076923076923077,train,347.0,3.076923077438565e-07
Bushdid,191.0,192.0,0.7307692307692307,train,348.0,2.307692307246257e-07
Bushdid,193.0,194.0,0.1538461538461538,train,349.0,1.5384615384417266e-07
Bushdid,195.0,196.0,0.5,train,350.0,0.0
Bushdid,197.0,198.0,0.4615384615384615,train,351.0,4.615384615602736e-07
Bushdid,199.0,200.0,0.1538461538461538,train,352.0,1.5384615384417266e-07
Bushdid,201.0,202.0,0.4615384615384615,train,353.0,4.615384615602736e-07
Bushdid,205.0,206.0,0.3076923076923077,train,354.0,3.076923076883453e-07
Bushdid,207.0,208.0,0.5769230769230769,train,355.0,7.692307690820854e-08
Bushdid,209.0,210.0,0.6153846153846154,train,356.0,3.846153845410427e-07
Bushdid,211.0,212.0,0.6538461538461539,train,357.0,1.5384615381641709e-07
Bushdid,213.0,214.0,0.6538461538461539,train,358.0,1.5384615381641709e-07
Bushdid,215.0,216.0,0.5384615384615384,train,359.0,4.615384615602736e-07
Bushdid,217.0,218.0,0.5,train,360.0,0.0
Bushdid,219.0,220.0,0.7692307692307693,train,361.0,2.307692307246257e-07
Bushdid,221.0,222.0,0.7307692307692307,train,362.0,2.307692307246257e-07
Bushdid,223.0,224.0,0.4615384615384615,train,363.0,4.615384615602736e-07
Bushdid,225.0,226.0,0.5,train,364.0,0.0
Bushdid,227.0,228.0,0.6153846153846154,train,365.0,3.846153845410427e-07
Bushdid,229.0,230.0,0.7307692307692307,train,366.0,2.307692307246257e-07
Bushdid,231.0,232.0,0.3846153846153846,train,367.0,3.84615384652065e-07
Bushdid,237.0,238.0,0.5384615384615384,train,368.0,4.615384615602736e-07
Bushdid,239.0,240.0,0.1538461538461538,train,369.0,1.5384615384417266e-07
Bushdid,241.0,242.0,0.7307692307692307,train,370.0,2.307692307246257e-07
Bushdid,245.0,246.0,0.3076923076923077,train,371.0,3.076923076883453e-07
Bushdid,247.0,248.0,0.4615384615384615,train,372.0,4.615384615602736e-07
Bushdid,249.0,250.0,0.2692307692307692,train,373.0,2.307692307801368e-07
Bushdid,251.0,252.0,0.7307692307692307,train,374.0,2.307692307246257e-07
Bushdid,253.0,254.0,0.6538461538461539,train,375.0,1.5384615381641709e-07
Bushdid,255.0,256.0,0.7307692307692307,train,376.0,2.307692307246257e-07
Bushdid,257.0,258.0,0.5769230769230769,train,377.0,7.692307690820854e-08
Bushdid,259.0,260.0,0.2692307692307692,train,378.0,2.307692307801368e-07
Bushdid,261.0,262.0,0.4615384615384615,train,379.0,4.615384615602736e-07
Bushdid,263.0,264.0,0.4230769230769231,train,380.0,7.692307690820854e-08
Bushdid,265.0,266.0,0.1923076923076923,train,381.0,3.076923076883453e-07
Bushdid,267.0,268.0,0.5384615384615384,train,382.0,4.615384615602736e-07
Bushdid,269.0,270.0,0.3846153846153846,train,383.0,3.84615384652065e-07
Bushdid,271.0,272.0,0.6538461538461539,train,384.0,1.5384615381641709e-07
Bushdid,273.0,274.0,0.9230769230769232,train,385.0,7.692307690820854e-08
Bushdid,275.0,276.0,0.4230769230769231,train,386.0,7.692307690820854e-08
Bushdid,277.0,278.0,0.6153846153846154,train,387.0,3.846153845410427e-07
Bushdid,279.0,280.0,0.3461538461538461,train,388.0,1.5384615387192826e-07
Bushdid,281.0,282.0,0.8461538461538461,train,389.0,1.5384615381641709e-07
Bushdid,283.0,284.0,0.6153846153846154,train,390.0,3.846153845410427e-07
Bushdid,285.0,286.0,0.3846153846153846,train,391.0,3.84615384652065e-07
Bushdid,287.0,288.0,0.4230769230769231,train,392.0,7.692307690820854e-08
Bushdid,289.0,290.0,0.7307692307692307,train,393.0,2.307692307246257e-07
Bushdid,291.0,292.0,0.5,train,394.0,0.0
Bushdid,293.0,294.0,0.5384615384615384,train,395.0,4.615384615602736e-07
Bushdid,295.0,296.0,0.3846153846153846,train,396.0,3.84615384652065e-07
Bushdid,297.0,298.0,0.8461538461538461,train,397.0,1.5384615381641709e-07
Bushdid,299.0,300.0,0.6538461538461539,train,398.0,1.5384615381641709e-07
Bushdid,301.0,302.0,0.2692307692307692,train,399.0,2.307692307801368e-07
Bushdid,303.0,304.0,0.2692307692307692,train,400.0,2.307692307801368e-07
Bushdid,305.0,306.0,0.7692307692307693,train,401.0,2.307692307246257e-07
Bushdid,307.0,308.0,0.5769230769230769,train,402.0,7.692307690820854e-08
Bushdid,309.0,310.0,0.5384615384615384,train,403.0,4.615384615602736e-07
Bushdid,311.0,312.0,0.6153846153846154,train,404.0,3.846153845410427e-07
Bushdid,313.0,314.0,0.4230769230769231,train,405.0,7.692307690820854e-08
Bushdid,315.0,316.0,0.7307692307692307,train,406.0,2.307692307246257e-07
Bushdid,317.0,318.0,0.7692307692307693,train,407.0,2.307692307246257e-07
Bushdid,319.0,320.0,0.3846153846153846,train,408.0,3.84615384652065e-07
Bushdid,321.0,322.0,0.7692307692307693,train,409.0,2.307692307246257e-07
Bushdid,323.0,324.0,0.6923076923076923,train,410.0,3.076923077438565e-07
Bushdid,325.0,326.0,0.4230769230769231,train,411.0,7.692307690820854e-08
Bushdid,327.0,328.0,0.5384615384615384,train,412.0,4.615384615602736e-07
Bushdid,329.0,330.0,0.4615384615384615,train,413.0,4.615384615602736e-07
Bushdid,331.0,332.0,0.6538461538461539,train,414.0,1.5384615381641709e-07
Bushdid,333.0,334.0,0.6923076923076923,train,415.0,3.076923077438565e-07
Bushdid,335.0,336.0,0.5,train,416.0,0.0
Bushdid,337.0,338.0,0.4230769230769231,train,417.0,7.692307690820854e-08
Bushdid,339.0,340.0,0.7307692307692307,train,418.0,2.307692307246257e-07
Bushdid,341.0,342.0,0.4615384615384615,train,419.0,4.615384615602736e-07
Bushdid,343.0,344.0,0.5384615384615384,train,420.0,4.615384615602736e-07
Bushdid,345.0,346.0,0.7307692307692307,train,421.0,2.307692307246257e-07
Bushdid,347.0,348.0,0.2692307692307692,train,422.0,2.307692307801368e-07
Bushdid,349.0,350.0,0.6538461538461539,train,423.0,1.5384615381641709e-07
Bushdid,351.0,352.0,0.3846153846153846,train,424.0,3.84615384652065e-07
Bushdid,353.0,354.0,0.2307692307692307,train,425.0,2.307692307801368e-07
Bushdid,355.0,356.0,0.4615384615384615,train,426.0,4.615384615602736e-07
Bushdid,357.0,358.0,0.5,train,427.0,0.0
Bushdid,359.0,360.0,0.4230769230769231,train,428.0,7.692307690820854e-08
Bushdid,361.0,362.0,0.4230769230769231,train,429.0,7.692307690820854e-08
Bushdid,363.0,364.0,0.5384615384615384,train,430.0,4.615384615602736e-07
Bushdid,365.0,366.0,0.3461538461538461,train,431.0,1.5384615387192826e-07
Bushdid,367.0,368.0,0.5,train,432.0,0.0
Bushdid,369.0,370.0,0.5384615384615384,train,433.0,4.615384615602736e-07
Bushdid,371.0,372.0,0.4615384615384615,train,434.0,4.615384615602736e-07
Bushdid,373.0,374.0,0.5,train,435.0,0.0
Bushdid,375.0,376.0,0.7307692307692307,train,436.0,2.307692307246257e-07
Bushdid,377.0,378.0,0.6923076923076923,train,437.0,3.076923077438565e-07
Bushdid,379.0,380.0,0.5,train,438.0,0.0
Bushdid,381.0,382.0,0.3076923076923077,train,439.0,3.076923076883453e-07
Bushdid,383.0,384.0,0.4230769230769231,train,440.0,7.692307690820854e-08
Bushdid,387.0,388.0,0.8461538461538461,train,441.0,1.5384615381641709e-07
Bushdid,389.0,390.0,0.6923076923076923,train,442.0,3.076923077438565e-07
Bushdid,391.0,392.0,0.3461538461538461,train,443.0,1.5384615387192826e-07
Bushdid,393.0,394.0,0.5,train,444.0,0.0
Bushdid,395.0,396.0,0.6153846153846154,train,445.0,3.846153845410427e-07
Bushdid,397.0,398.0,0.5384615384615384,train,446.0,4.615384615602736e-07
Bushdid,399.0,400.0,0.6923076923076923,train,447.0,3.076923077438565e-07
Bushdid,401.0,402.0,0.7307692307692307,train,448.0,2.307692307246257e-07
Bushdid,403.0,404.0,0.7692307692307693,train,449.0,2.307692307246257e-07
Bushdid,405.0,406.0,0.5384615384615384,train,450.0,4.615384615602736e-07
Bushdid,407.0,408.0,0.6538461538461539,train,451.0,1.5384615381641709e-07
Bushdid,409.0,410.0,0.6923076923076923,train,452.0,3.076923077438565e-07
Bushdid,411.0,412.0,0.5769230769230769,train,453.0,7.692307690820854e-08
Bushdid,413.0,414.0,0.4615384615384615,train,454.0,4.615384615602736e-07
Bushdid,415.0,416.0,0.5769230769230769,train,455.0,7.692307690820854e-08
Bushdid,417.0,418.0,0.5384615384615384,train,456.0,4.615384615602736e-07
Bushdid,419.0,420.0,0.7692307692307693,train,457.0,2.307692307246257e-07
Bushdid,421.0,422.0,0.6538461538461539,train,458.0,1.5384615381641709e-07
Bushdid,423.0,424.0,0.4615384615384615,train,459.0,4.615384615602736e-07
Bushdid,425.0,426.0,0.8076923076923077,train,460.0,3.076923077438565e-07
Bushdid,427.0,428.0,0.2692307692307692,train,461.0,2.307692307801368e-07
Bushdid,433.0,434.0,0.5769230769230769,train,462.0,7.692307690820854e-08
Bushdid,435.0,436.0,0.3846153846153846,train,463.0,3.84615384652065e-07
Bushdid,437.0,438.0,0.6538461538461539,train,464.0,1.5384615381641709e-07
Bushdid,439.0,440.0,0.5,train,465.0,0.0
Bushdid,441.0,442.0,0.3076923076923077,train,466.0,3.076923076883453e-07
Bushdid,443.0,444.0,0.7692307692307693,train,467.0,2.307692307246257e-07
Bushdid,445.0,446.0,0.6153846153846154,train,468.0,3.846153845410427e-07
Bushdid,447.0,448.0,0.5769230769230769,train,469.0,7.692307690820854e-08
Bushdid,449.0,450.0,0.5769230769230769,train,470.0,7.692307690820854e-08
Bushdid,451.0,452.0,0.5769230769230769,train,471.0,7.692307690820854e-08
Bushdid,453.0,454.0,0.5769230769230769,train,472.0,7.692307690820854e-08
Bushdid,459.0,460.0,0.5384615384615384,train,473.0,4.615384615602736e-07
Bushdid,461.0,462.0,0.4230769230769231,train,474.0,7.692307690820854e-08
Bushdid,463.0,464.0,0.7692307692307693,train,475.0,2.307692307246257e-07
Bushdid,465.0,466.0,0.6153846153846154,train,476.0,3.846153845410427e-07
Bushdid,467.0,468.0,0.8461538461538461,train,477.0,1.5384615381641709e-07
Bushdid,469.0,470.0,0.5769230769230769,train,478.0,7.692307690820854e-08
Bushdid,471.0,472.0,0.4230769230769231,train,479.0,7.692307690820854e-08
Bushdid,473.0,474.0,0.6923076923076923,train,480.0,3.076923077438565e-07
Bushdid,475.0,476.0,0.7307692307692307,train,481.0,2.307692307246257e-07
Bushdid,477.0,478.0,0.3846153846153846,train,482.0,3.84615384652065e-07
Bushdid,479.0,480.0,0.4615384615384615,train,483.0,4.615384615602736e-07
Bushdid,481.0,482.0,0.3846153846153846,train,484.0,3.84615384652065e-07
Bushdid,485.0,486.0,0.3846153846153846,train,485.0,3.84615384652065e-07
Bushdid,489.0,490.0,0.3846153846153846,train,486.0,3.84615384652065e-07
Bushdid,491.0,492.0,0.5769230769230769,train,487.0,7.692307690820854e-08
Bushdid,493.0,494.0,0.4230769230769231,train,488.0,7.692307690820854e-08
Bushdid,495.0,496.0,0.0769230769230769,train,489.0,7.692307692208633e-08
Bushdid,497.0,498.0,0.6538461538461539,train,490.0,1.5384615381641709e-07
Bushdid,499.0,500.0,0.6538461538461539,train,491.0,1.5384615381641709e-07
Bushdid,501.0,502.0,0.4615384615384615,train,492.0,4.615384615602736e-07
Bushdid,505.0,506.0,0.7307692307692307,train,493.0,2.307692307246257e-07
Bushdid,507.0,508.0,0.8461538461538461,train,494.0,1.5384615381641709e-07
Bushdid,509.0,510.0,0.4615384615384615,train,495.0,4.615384615602736e-07
Bushdid,513.0,514.0,0.6923076923076923,train,496.0,3.076923077438565e-07
Bushdid,515.0,516.0,0.7307692307692307,train,497.0,2.307692307246257e-07
Bushdid,517.0,518.0,0.5384615384615384,train,498.0,4.615384615602736e-07
Bushdid,519.0,520.0,0.8076923076923077,train,499.0,3.076923077438565e-07
