Dataset,CID,IsomericSMILES
Snitz,12181,CC=CC(=O)OC
Snitz,12191,CCOC(=O)C=CC
Snitz,12201,CCOC(=O)C=CC(=O)OCC
Snitz,12206,CCCCC(=O)OC
Snitz,12232,CSSC
Snitz,12248,CC=CC(=O)C
Snitz,12265,CC1=CC=C(N1)C
Snitz,12266,CC1=CC=C(O1)C
Snitz,12278,CCCC(C)OC(=O)C
Snitz,12293,CCCCCC(=O)OCCC
Snitz,12327,CCCCCCCCCCC(=O)OCC
Snitz,12348,CCCCCOC(=O)C
Snitz,12367,CCCCCCCC(C)O
Snitz,12377,CCCSSCCC
Snitz,12506,CC(=O)OCC1CCCO1
Snitz,12529,CCCCCOC=O
Snitz,12566,CC1=CC=C(C=C1)C2=CC=CC=C2
Snitz,12571,CCCOC(=O)C(C)C
Snitz,12580,CCCC1=CC=C(C=C1)O
Snitz,12587,CC(C)CCC(=O)O
Snitz,12613,CC(C)CCOC(=O)CC(C)C
Snitz,12658,CC=C(C)C=CC=C(C)C
Snitz,12729,CCOC(=O)CCCCCCCCC=C
Snitz,12741,CCCCCCCCC(=O)C
Snitz,12748,CC1=CSC=N1
Snitz,12756,CCC1CCC(=O)O1
Snitz,12777,CCCC1CCCC(=O)O1
Snitz,12810,CCCCCC1CCCC(=O)O1
Snitz,12813,CCCCCCC1CCC(=O)O1
Snitz,12844,CCCCCCCC1CCCC(=O)O1
Snitz,12993,CCC=CC=O
Snitz,12999,CCCCCCCCCCOC=C
Snitz,13006,C1CCC(=O)C(=O)C1
Snitz,13187,CCCCCCCC(=O)C
Snitz,13204,CC1CCCC(=O)O1
Snitz,13216,C1CCC2CC(CCC2C1)O
Snitz,13233,CC1(SC(SC(S1)(C)C)(C)C)C
Snitz,13357,CCC(C)C(=O)OC
Snitz,13367,C=CCS
Snitz,13436,C1=CC=C(C=C1)SSC2=CC=CC=C2
Snitz,13576,CCCCCCCC(=O)CC
Snitz,13577,CCCC=CCO
Snitz,13663,CC(=O)C1=CC=CC2=CC=CC=C21
Snitz,14104,CC1=CC(=C(C=C1)C(C)C)OC
Snitz,14228,CCCCCCCC(=O)OCCCCCC
Snitz,14234,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C
Snitz,14235,CC(=O)OC(C)(C)CCCC(=C)C=C
Snitz,14257,CCCCCCCCCCC
Snitz,14286,CC(=O)C1=CC=CC=N1
Snitz,14295,CC(CO)C1=CC=CC=C1
Snitz,14296,CC1=C(N=C(C(=N1)C)C)C
Snitz,14328,CC(=O)C1=CC(=C(C=C1)OC)OC
Snitz,14350,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
Snitz,14475,CCCCCC(C)C(=O)O
Snitz,14486,CCCC=CC(=O)O
Snitz,14489,CC(=CCOC(=O)C)C
Snitz,14491,C(CCCS)CCS
Snitz,14493,C(CCCCS)CCCS
Snitz,14505,CC(=O)C1=CC=CO1
Snitz,14511,CC1=CC(=O)CCC1
Snitz,14514,CC1=CC=C(O1)C(=O)C
Snitz,14525,CC1(C2CCC(C2)(C1=O)C)C
Snitz,14529,CC1=CC=C(C=C1)C(C)(C)O
Snitz,14896,CC1(C2CCC(=C)C1C2)C
Snitz,14918,COC(=O)C1=COC=C1
Snitz,14919,CC(C)CC=CCCO
Snitz,15037,C1=CN(C=C1)CC2=CC=CO2
Snitz,15172,CC(C=CC1=CC=CC=C1)O
Snitz,15380,CSCSC
Snitz,15394,CCC(=O)C=C
Snitz,15406,CC1(C2CCC(C2)(C1O)C)C
Snitz,15475,CCCCC=CC(=O)C
Snitz,15510,C1CCC(C1)S
Snitz,15574,CCC=CCCOC(=O)C
Snitz,15606,CCCCCCCCC(=O)OC
Snitz,15613,CC(C)OC(=O)C=C(C)C
Snitz,15654,CC1=C(SC=N1)C=C
Snitz,15717,C=CCOC(=O)CC1=CC=CC=C1
Snitz,15834,C=CCOC(=O)C=CC1=CC=CC=C1
Snitz,15909,CC(=O)C=CC1=CC=CC=C1
Snitz,16237,CCOC(=O)CCC1=CC=CC=C1
Snitz,16255,CCCCCCCC(=O)OCCC(C)C
Snitz,16324,CCCC(=O)OCC=C
Snitz,16330,CCCCOC(=O)C1=CC=CC=C1O
Snitz,16331,CCCCOC(=O)CCC(=O)C
Snitz,16441,CC(=C)C1CCC(=CC1)C=O
Snitz,16507,CC(=CCCC(=CC(C=O)O)C)C
Snitz,16537,CC1=CCC(CC1)C(C)(C)OC=O
Snitz,16582,CC(C)COC1=CC2=CC=CC=C2C=C1
Snitz,16590,C=CCSSCC=C
Snitz,16592,CCCSSC
Snitz,16617,CCCCCC(=O)OCCC(C)C
Snitz,16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
Snitz,16679,C1=CC=C2C(=C1)C=CC3=CC=CC=C3C2=O
Snitz,16724,CC1=CC[C@@H](CC1=O)C(=C)C
Snitz,16778,CCC=CCCCCC=O
Snitz,16800,CCCCCC1=CC=CC=N1
Snitz,16864,CC(C)C(=O)OCC=C(C)CCC=C(C)C
Snitz,16899,CCCCCC=CC=CC=O
Snitz,16900,CCCCCC=CC=O
Snitz,16913,CC1(C2CCC1(C(C2)(C)O)C)C
Snitz,16970,CCOC(=O)C=CC=CC
Snitz,17008,CC(C)CCC(=O)OC
Snitz,17090,CC(CCC=C(C)C)C=C
Snitz,17100,CC1=CCC(CC1)C(C)(C)O
Snitz,17129,CCC(C)COC(=O)C(C)CC
Snitz,17166,CCCCCCC=CC=O
Snitz,17167,CCCCC=CC=O
Snitz,17244,CCC(=O)C=CC
Snitz,17355,CC(=O)CCC1=CC=CC=C1
Snitz,17356,C1CCC(CC1)SSC2CCCCC2
Snitz,17525,CCCCCCOC(=O)CCC
Snitz,17617,C=CCOC(=O)CCC1CCCCC1
Snitz,17685,CCC(=O)OC1CC2(CCC1C2(C)C)C
Snitz,17691,CC1=CC(=O)CC1
Snitz,17739,CCCC1=CC(=C(C=C1)O)OC
Snitz,17816,CC(C)CC(=O)OCC=C
Snitz,17898,CC1=NC=CN=C1OC
Snitz,18458,CCC=C(C)C(=O)O
Snitz,18467,COC1=NC=CN=C1
Snitz,18522,CC1C(=O)CCO1
Snitz,18698,CCCCC1CCCC(=O)O1
Snitz,18756,CC(=CCC=C(C)C=C)C
Snitz,18826,C1CCCCC(=O)OCCCCCOCCCC1
Snitz,18827,CCCCCC(C=C)O
Snitz,19089,COCCC1=CC=CC=C1
Snitz,19188,C1=CC=C(C=C1)OCC(=O)O
Snitz,19223,CC(CCCC(C)(C)OC)CC=O
Snitz,19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C
Snitz,19309,CC1C(=O)C(=C(O1)C)O
Snitz,19310,CSSSC
Snitz,19602,CCCCCC1=CC=CO1
Snitz,19603,CCCCCCCC1=CC=CO1
Snitz,19633,CC(=CCCC(=CCCC(=O)C)C)C
Snitz,19707,CCCC(=O)C(=O)C
Snitz,19801,CCCCCCCC=CC=O
Snitz,19802,CC(C)CC(=O)OCC=C(C)CCC=C(C)C
Snitz,20219,CCCCCCCC(=O)OCC=C
Snitz,20487,C1CCC2C(C1)CCC(=O)O2
Snitz,20508,C1CCC(CC1)CCO
Snitz,20748,COC(=O)C1CCCCC1
Snitz,20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
Snitz,20859,CCC(OC)OC
Snitz,20861,CCC1=CC=C(C=C1)C=O
Snitz,20967,CCCCCCCCCC=CC=O
Snitz,21363,C1CCC(CC1)CC(=O)O
Snitz,21596,CCCCCCC(=O)OCCCC
Snitz,21648,CC(=O)CCC1=CC=C(C=C1)O
Snitz,21768,CC(=CCCC(=CC#N)C)C
Snitz,22201,CC1=NC=CN=C1C
Snitz,22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C
Snitz,22303,CC(=CCCC(C)(C)O)C=C
Snitz,22311,CC1=CCC(CC1)C(=C)C
Snitz,22386,CCCC(C)O
Snitz,22629,CCCCCCOC(=O)C1=CC=CC=C1O
Snitz,22873,CCCCCCOC(=O)CCCCC
Snitz,23104,CC=C(C)C(=O)OC
Snitz,23173,C1CCCCCOCCCCOC(=O)CCCC1
Snitz,23203,CCCCC=CC=CC=O
Snitz,23234,CCC=CCC=O
Snitz,23347,C1=CSC(=C1)SSC2=CC=CS2
Snitz,23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C
Snitz,23616,CC(CCC=C(C)CCC=C(C)C)C=CO
Snitz,23716,CCCCCCCCCCOC
Snitz,24020,CCC(C)C(=O)OCC
Snitz,24114,CCCCOC(=O)C(C)OC(=O)CCC
Snitz,24117,C=CCOC(=O)COC1=CC=CC=C1
Snitz,24118,CCCCCC(C=CC1=CC=CC=C1)OC(=O)C
Snitz,24191,CC(=CCCC(=CC(OC)OC)C)C
Snitz,24197,CCOC(=O)CC(C(=O)OCC)O
Snitz,24433,CCCCOC(=O)C1=CC=CC=C1N
Snitz,24473,CC1CCC(CC1=O)C(=C)C
Snitz,24513,CCCCCCCCCC(OC)OC
Snitz,24516,CCCCCCC(=O)OCC(C)C
Snitz,24578,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C
Snitz,24583,CCCCCCC(C)C=O
Snitz,24585,CC1CCC(C(C1)O)C(=C)C
Snitz,24680,CC1=CCCC(C1C=CC(=O)C)(C)C
Snitz,24834,CCOC1=CC=C(C=C1)C=O
Snitz,24835,COC1=C(C=CC(=C1)CC=C)OC=O
Snitz,24838,CCCCCCOC(=O)C(C)CC
Snitz,24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1
Snitz,25185,CCC(=CCCC(C)(C=C)O)C
Snitz,25238,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2
Snitz,25239,CC(COC(=O)C)C1=CC=CC=C1
Snitz,25324,CC(=O)OC1CCC2CCCCC2C1
Snitz,25325,C1CCC2CC(CCC2C1)OC=O
Snitz,25612,C=CCCCCCCCCO
Snitz,25812,CCCCCCC#CC(OC)OC
Snitz,26049,CC1=CCC2C(C1)C2(C)C
Snitz,26204,CC(C)CC(=O)C(=O)C
Snitz,26289,CC(C)C1=CC=C(C=C1)C#N
Snitz,26318,CC1=CCCC(=C)C2CC(C2CC1)(C)C
Snitz,26331,CCC1=NC=CN=C1
Snitz,26808,CC1=CN=C(C(=N1)C)C
Snitz,26955,CC1=C(C(CCC1)(C)C)C=CC(=O)C
Snitz,27457,CCC1=NC=CN=C1C
Snitz,27458,CCC1=NC=CN=C1CC
Snitz,27866,CC1CCOC(C1)C=C(C)C
Snitz,27867,CC1CCC(C(C1)OC(=O)C)C(C)C
Snitz,27868,CCC(C)C(=O)OC1CC(CCC1C(C)C)C
Snitz,27941,CCC(C)(C)C1CCC(=O)CC1
Snitz,28151,CCCCCCOC(=O)C(=CC)C
Snitz,28500,CCC=C1C2=CC=CC=C2C(=O)O1
Snitz,28818,CC1=CC2=C(C(=C1)C(C)(C)C)OC(=O)C=C2C
Snitz,28905,CCC1=NC=C(N=C1CC)C
Snitz,28930,CC1(C2CCC1C(=C)C2)C
Snitz,29025,CC1=CC(=O)C2CC1C2(C)C
Snitz,29096,CC(CCCC(C)(C)O)C=C
Snitz,29381,CCCCCCCCC(C)C=O
Snitz,29421,CCCCCCOC(=O)C=CC
Snitz,29467,CCCCCCOC(=O)C=CC(=O)OCCCCCC
Snitz,30231,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O
Snitz,30247,CC(=CCC(COC(=O)C)C(=C)C)C
Snitz,30248,CC1CCC(CC1OC(=O)C)C(=C)C
Snitz,30747,CCCC=CC=CCCCO
Snitz,30748,CCCCCCCC=CC=CC=O
Snitz,30771,CC(=O)OCCC1CCCCC1
Snitz,30914,CC(=O)C1=NC=CN=C1
Snitz,31209,CCCCCC(=CC1=CC=CC=C1)C=O
Snitz,31210,CCCCOC(=O)CC1=CC=CC=C1
Snitz,31211,CC(=O)CCC1=CC(=C(C=C1)O)OC
Snitz,31214,CCOC(OCC)OCC
Snitz,31219,CCC(=O)OCC1=CC=CC=C1
Snitz,31223,CC(C)COC(=O)C=CC1=CC=CC=C1
Snitz,31224,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2
Snitz,31225,CCC(=O)OCCC1=CC=CC=C1
Snitz,31226,CC(=O)OCCCC1=CC=CC=C1
Snitz,31227,CC(C)CCOCC1=CC=CC=C1
Snitz,31231,CC(=O)CC1=CC=C(C=C1)OC
Snitz,31234,C1=CC=C(C=C1)CCCO
Snitz,31241,CCCCC(CC)C=O
Snitz,31242,CCC1=CC=C(C=C1)O
Snitz,31244,COC1=CC=C(C=C1)C=O
Snitz,31245,CCCC(C)C=O
Snitz,31249,CCOC(=O)CCC(=O)OCC
Snitz,31251,CCCCCCCCC(=O)OCC
Snitz,31252,CC1=CN=C(C=N1)C
Snitz,31253,CC(=CCCC(=C)C=C)C
Snitz,31260,CC(C)CCO
Snitz,31265,CCCCCC(=O)OCC
Snitz,31266,CCCCCC(=O)OCC=C
Snitz,31268,C1CCNC1
Snitz,31269,C(=O)(N)N=NC(=O)N
Snitz,31272,CCCCOC(=O)C
Snitz,31276,CC(C)CCOC(=O)C
Snitz,31277,C(C(=O)O)SCC(=O)O
Snitz,31283,CCCCCCCCCCCCCC(=O)OCC
Snitz,31284,CCCCCCCCCCCCCC(=O)OC
Snitz,31289,CCCCCCCCC=O
Snitz,31291,CCCCCCCCCCCCCC=O
Snitz,31404,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
Snitz,31408,CC1(C2CC=C(C1C2)CCO)C
Snitz,31954,CCC(=O)OCCOC1=CC=CC=C1
Snitz,32065,CC1CCC2=NC=CN=C12
Snitz,32093,CC1=NC=CN=C1C(=O)C
Snitz,32207,CCCCCC(C)(C=C)O
Snitz,32594,CC(C)CC1=NC=CN=C1OC
Snitz,32809,CCC=CCCOC(=O)C1=CC=CC=C1
Snitz,32857,C(CO)COCCCO
Snitz,33032,C(CC(=O)O)[C@@H](C(=O)O)N
Snitz,33637,CC1=CC=CC=C1OC
Snitz,33960,CCCCCC1=CC=CC(=O)O1
Snitz,34134,CCC=CCCC=CCO
Snitz,34286,CC1=C(C=CO1)S
Snitz,35821,CC1=CCCC(C1CCC(=O)C)(C)C
Snitz,36081,CC(=O)OC1CCC(CC1)C(C)(C)C
Snitz,36502,CCC=CCCOC=O
Snitz,36503,CCC=CCCOC(=O)CC
Snitz,36822,C1CCC2=NC=CN=C2C1
Snitz,37065,CCC=CCCOC(=O)CC(C)C
Snitz,37066,CC(C)CC=C(C=O)C(C)C
Snitz,38415,CCOCC=C(C)CCC=C(C)C
Snitz,38688,CC(C)CC=C(CO)C(C)C
Snitz,38689,CC(C)CC=C(COC(=O)C)C(C)C
Snitz,38866,CCC(=CCCC(=CC=O)C)C
Snitz,39801,CC(=O)OCCCCCCCCC=C
Snitz,40631,CCCCCCC(=CC#N)C
Snitz,40749,CCCC=CCOC(=O)CC
Snitz,41270,C1CCCCCC(=O)OCCOC(=O)CCCC1
Snitz,41552,CC=C(C)C(=O)OCCC1=CC=CC=C1
Snitz,41685,CC(=CCCC(=CCC[C@@](C)(C=C)OC(=O)C)C)C
Snitz,41742,CC(C)CC(=CCCC(C)(C=C)O)C
Snitz,42674,CCC1=CC2=C(C=C1C=O)C(CCC2(C)C)(C)C
Snitz,42745,CC(CCOC(=O)C)CC(C)(C)C
Snitz,43045,C[C@H]1CC[C@@H]([C@H](C1)OC(=O)CC(=O)C)C(C)C
Snitz,43046,CCCCCCCC(=O)OC1=CC=C(C=C1)C
Snitz,43851,CCC(=CCCC(C)(C=C)OC(=O)C)C
Snitz,47167,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C
Snitz,47616,CCC=CCCOC(=O)C1=CC=CC=C1N
Snitz,47922,CC(=CCCC(=CC1OCCO1)C)C
Snitz,49988,CCCC(=O)OCCC(C)CCCC(C)C
Snitz,49993,CCC=CCCOC(=O)C(=CC)C
Snitz,50024,CC=CC(=O)OCCC(C)CCC=C(C)C
Snitz,50090,CC(C)CCOC(=O)C=C(C)CCC=C(C)C
Snitz,50212,CCCCCC(=CC1=CC=CC=C1)C=NC2=CC=CC=C2C(=O)OC
Snitz,50216,CC(=CCOC(=O)C1=CC=CC=C1O)C
Snitz,50941,CCOCCC(C)CCC=C(C)C
Snitz,51330,CC(CC(=O)OCC=C)CC(C)(C)C
Snitz,60968,CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C
Snitz,60979,CCOC(=O)C1=CC=C(C=C1)OC
Snitz,60980,CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C
Snitz,60983,CCCCC(=O)C(=O)C
Snitz,60985,CC(C)C(=O)OCCC(C)CCC=C(C)C
Snitz,60990,CC1=CC=C(C=C1)C(C)C=O
Snitz,60995,COC(CC1=CC=CC=C1)OC
Snitz,60997,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2
Snitz,60998,CC(C)COC(=O)CC1=CC=CC=C1
Snitz,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2
Snitz,61000,CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C
Snitz,61005,CC(C)C(=O)OCCOC1=CC=CC=C1
Snitz,61006,CC1=CC=C(C=C1)CC=O
Snitz,61007,CC(=O)CCC1=CC=C(C=C1)OC
Snitz,61008,CCC(=O)C=CC1=CC=C(C=C1)OC
Snitz,61010,C1=CC=C(C=C1)CCCOC=O
Snitz,61014,C1CCCCCC(=O)OCCOC(=O)CCCCC1
Snitz,61015,CCCCCCCCCCCC(=O)OCCCC
Snitz,61016,CC(CCC=C(C)C)C=O
Snitz,61020,CC(=CC=O)C
Snitz,61024,CCCCCCCCOC(=O)C(C)C
Snitz,61027,CCCCOC(=O)CCCCCCCCC=C
Snitz,61030,CCCCCCCCOC(=O)CCC
Snitz,61031,CCCCCCCCCC(C)C=O
Snitz,61035,CC(=O)OCCCCCCCCCC=C
Snitz,61040,CC(=CCCC(C)(C=C)OC=O)C
Snitz,61041,CC1=C(C(CC=C1)(C)C)C=O
Snitz,61045,CC1=C(C(=CC=C1)C)S
Snitz,61046,CC=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC
Snitz,61047,CC=CC1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC
Snitz,61048,CC(C)COC(=O)C1=CC=CC=C1
Snitz,61051,C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2
Snitz,61052,CCC(=O)OCCCC1=CC=CC=C1
Snitz,61061,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C2(C)C)C
Snitz,61085,CC(C)C(=O)OCCC(C)CCCC(=C)C
Snitz,61092,CC(CCCC(=C)C)CCOC=O
Snitz,61093,CCCC(=O)OCCC(C)CCCC(=C)C
Snitz,61098,CCC(=O)OC(C)(CCC=C(C)C)C=C
Snitz,61124,CC1=C(C(CCC1)(C)C)CC=O
Snitz,61130,CC1(C2CC=C(C1C2)C=O)C
Snitz,61135,CC=CC(=O)OCC(C)C
Snitz,61137,CCCCC(=O)OCCCC
Snitz,61138,C=CCCC(=O)O
Snitz,61151,COC1=CC=CC=C1C(=O)OC
Snitz,61166,CCC(=O)OCC1=CC=CO1
Snitz,61167,CCCC(=O)OCC1=CC=CO1
Snitz,61171,CCSC(=O)C
Snitz,61177,CCCCCCOC=O
Snitz,61183,CCC(=O)OCC1CCCO1
Snitz,61184,CCCC(=O)OC(C)C
Snitz,61185,CCCCCCCC(=O)OCCCCC
Snitz,61192,CC1=C(SC=N1)CCOC(=O)C
Snitz,61197,CC=CC=CC(=O)OC
Snitz,61199,CCC1C(=C(C(=O)O1)O)C
Snitz,61202,CCCC(CC1=CC=CC=C1)O
Snitz,61204,CCCCCCC1CCCC(=O)O1
Snitz,61229,CC(=O)OC1=C(C=C(C=C1)C=O)OC
Snitz,61235,CCCCCCC(=O)CC
Snitz,61240,CC(=O)C1=CC=CN1C
Snitz,61252,C1CSCC1=O
Snitz,61262,CC(=O)OCC1=CCC2CC1C2(C)C
Snitz,61275,CC1=CCOC(C1)C=C(C)C
Snitz,61282,CC(C)SCC1=CC=CO1
Snitz,61293,CCCC(CC(=O)OCC)O
Snitz,61296,CC(C)CCOC(=O)CC(=O)C
Snitz,61312,CCC=CCC(=O)OCC
Snitz,61313,CCCCCC=CC(=O)OC
Snitz,61319,CCC(=O)OCC=C
Snitz,61325,CC1C(=O)C(=C(O1)C)OC
Snitz,61337,C=CCOC(=O)C1=CC=CO1
Snitz,61359,CC(C)C1=CC=C(C=C1)CC=O
Snitz,61361,CCCCC1C2=CC=CC=C2C(=O)O1
Snitz,61362,CC1=CC(=O)[C@@H](CC1)C(C)C
Snitz,61370,CC=CCCCO
Snitz,61375,CCC(=O)OC1CCCCC1
Snitz,61384,CCCCCC(=O)OCCC1=CC=CC=C1
Snitz,61386,CCCCCCCCCCCC(=O)OCCC(C)C
Snitz,61401,CC(CCC=C(C)C)CCOCC=O
Snitz,61403,CCCOC(C)OCCC1=CC=CC=C1
Snitz,61408,CCC(CC)C(=O)OCC=C
Snitz,61409,CC=C(C)C(=O)OCC=C
Snitz,61410,CCCCCCCCC(=O)OCC=C
Snitz,61416,CCCCC(=O)OCCC(C)CCC=C(C)C
Snitz,61417,CCC(=O)OCC1=CC=C(C=C1)OC
Snitz,61448,CCC(CC)COC(=O)C
Snitz,61451,CCCCCCC#CC(=O)OCC
Snitz,61453,CCCCCCC(OC)OC
Snitz,61455,CCCCCCOC(=O)CC(C)C
Snitz,61466,CCOC(=O)CCC1CCCCC1
Snitz,61467,CCC=CCCOC(=O)C(C)CC
Snitz,61516,CCC(C)(CCC1=CC=CC=C1)O
Snitz,61522,CCCCCCC=CC(=O)C
Snitz,61523,C1=CC=C(C=C1)CCCCCO
Snitz,61527,CC1=CC(=C(O1)C)C(=O)C
Snitz,61531,CCC=CCC1=C(C(=O)CC1)C
Snitz,61585,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
Snitz,61592,CCOC(=O)CCSC
Snitz,61631,CCCCCC=CCC(=O)OC
Snitz,61633,CC1CC(=O)C(=O)C1C
Snitz,61641,COC(=O)CCSC
Snitz,61657,CC1=CC=C(O1)SC
Snitz,61658,CC(C)CC(=O)OCC1=CC=CO1
Snitz,61660,CC(=O)SCC1=CC=CO1
Snitz,61662,CSC(=O)C1=CC=CO1
Snitz,61663,CC1=CC=C(S1)C=O
Snitz,61664,CC1C(=O)CCS1
Snitz,61670,CC1=C2C(=CC=C1)N=CC=N2
Snitz,61738,CCCCCC(=O)C1=CC=CO1
Snitz,61743,C=CCCCCCCCC(=O)O
Snitz,61771,CCC(C)C1CCCCC1=O
Snitz,61808,CC1=CSC(=N1)C(C)C
Snitz,61809,CCOC1=NC=CS1
Snitz,61812,CCCCOC(=O)C(C)CC
Snitz,61814,CC1=CC(=C(C=C1)C=O)C
Snitz,61832,CCCCCC=CC=CC=C
Snitz,61839,CCCC(=O)OCCC=CCC
Snitz,61845,CC(CC=O)SC
Snitz,61874,CCCC=CC=CC=O
Snitz,61875,CCCCCC=CCCC=O
Snitz,61895,CCCCCC(=O)OCCC=CCC
Snitz,61896,CCCCCCC=CCO
Snitz,61897,CCC(C=O)C1=CC=C(O1)C
Snitz,61918,CCC1=NC=CN=C1C(=O)C
Snitz,61922,CC(=O)CCSC
Snitz,61950,CCC=CCCCCCO
Snitz,61951,CC1=NC=C2CSCC2=N1
Snitz,61953,CC1CCC2(O1)C(=CCCC2(C)C)C
Snitz,61954,CC1=CC=CC=C1OC(=O)C(C)C
Snitz,61955,CCCCC(=O)OCC1=CC=CO1
Snitz,61967,CC=C(C)C(=O)OCC1=CC=CC=C1
Snitz,61984,CCCCCCOC(=O)C1=CC=CO1
Snitz,61985,CCCCCCCC(=O)OCC1=CC=CO1
Snitz,61995,CCC(=O)SCC=C
Snitz,62003,CCCCCC(C)CCC(=O)O
Snitz,62024,CCOC(=O)C(C)CC=C
Snitz,62087,CC(C(C)S)O
Snitz,62089,CCCCC(C)CCC(=O)O
Snitz,62098,CC(=O)CCC1=CC2=C(C=C1)OCO2
Snitz,62105,CC1(CSC(CS1)(C)O)O
Snitz,62131,CSSCC1=CC=CO1
Snitz,62143,CCC(=O)SCC1=CC=CO1
Snitz,62144,C1=COC(=C1)CSC=O
Snitz,62231,CCC=CCCCCO
Snitz,62240,CCC(C)(C)C1CCCCC1OC(=O)C
Snitz,62321,CCCC(=O)OC(C)(CCC=C(C)C)C=C
Snitz,62326,CC(C(=O)O)S
Snitz,62328,CCC(=O)OC(C)(C)C1CCC(=CC1)C
Snitz,62329,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-]
Snitz,62332,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O
Snitz,62333,CCOC(=O)C(C(C(=O)OCC)O)O
Snitz,62334,CC(=O)OC1CCCCC1C(C)(C)C
Snitz,62336,CC(C1=CC=CC=C1)C(OC)OC
Snitz,62337,CCCCCC(=CC1=CC=CC=C1)C(OC)OC
Snitz,62341,CC(C1=CC=CC=C1)OC(=O)C
Snitz,62345,CC1CCC2=C(C1)C(=CO2)C
Snitz,62348,COC1=C(C=CC(=C1)CO)O
Snitz,62368,CCCC=C1C2=CC=CC=C2C(=O)O1
Snitz,62374,CC1=CC(=O)CC(C1=O)(C)C
Snitz,62375,COC(C1=CC=CC=C1)OC
Snitz,62378,CCCCCC1=C(CCC1=O)C
Snitz,62387,CC1(C2CCC1([C@H](C2)OC=O)C)C
Snitz,62388,CCC=CCC1C(CCC1=O)CC(=O)OC
Snitz,62433,CCCCCOC(=O)CCCC
Snitz,62444,CCCC(=O)SC
Snitz,62445,CCC(C)COC(=O)CC(C)C
Snitz,62447,CCCCCCCCC=CC=O
Snitz,62453,C=CC1=CC=C(C=C1)O
Snitz,62465,CCC1=CC(=C(C=C1)O)OC
Snitz,62510,CC1=C(SC=N1)C
Snitz,62539,CCC(=O)C(=O)CC
Snitz,62553,CC(C)OC(=O)CC1=CC=CC=C1
Snitz,62572,CCOC(=O)CC(C)O
Snitz,62575,CCCCCCOC(=O)C(C)(C)C
Snitz,62583,CCCCC1CCCCC(=O)O1
Snitz,62588,CC=CCCCCCCCC(=O)OC
Snitz,62592,CCCCCCCOC(=O)CCC
Snitz,62624,CCCCCCCCOC(=O)C1=CC=CC=C1O
Snitz,62653,CCCCCCCCCCC=CC=O
Snitz,62660,CC(C)CCOC(=O)C=CC1=CC=CC=C1
Snitz,62725,CC(C)CC1=NC=CS1
Snitz,62752,CCC1=C(C(=O)CC1)O
Snitz,62835,CC1C(=C(C(=O)O1)O)C
Snitz,62900,CCCCC1C(CC(=O)O1)C
Snitz,62901,CCCCCCCCOC(=O)C1=CC=CO1
Snitz,64685,CC1(C2CCC1(C(C2)O)C)C
Snitz,64807,CC(CC1=CC=C(C=C1)C(C)(C)C)C=NC2=CC=CC=C2C(=O)OC
Snitz,64832,CC(C)(C)C1=CC=C(C=C1)CCC=O
Snitz,65287,CCC=CCCOC(=O)CC1=CC=CC=C1
Snitz,65413,CCCC(CCO)SC
Snitz,65575,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O
Snitz,66678,CC1=CC2=C(C=C1)NCCC2
Snitz,66761,CC1=CC(=C(C=C1)CN)C
Snitz,66768,CCCCCCC1=CCCC1=O
Snitz,66929,CCCOC(C)OCCC
